id,stackName,className
22041,编程缓冲二合一输入仓 (UHV),BufferedDualInputHatch
22042,编程缓冲二合一输入仓 (UEV),BufferedDualInputHatch
22043,编程缓冲二合一输入仓 (UIV),BufferedDualInputHatch
22044,编程缓冲二合一输入仓 (UMV),BufferedDualInputHatch
22045,编程缓冲二合一输入仓 (UXV),BufferedDualInputHatch
22046,编程缓冲二合一输入仓 (MAX),BufferedDualInputHatch
22048,编程器电路提供器 (T1),ProgrammingCircuitProvider
22049,二合一输入镜像,DualInputHatchSlave
22050,远程输入总线,RemoteInputBus
22051,进阶编程缓冲多流体二合一输入仓 (ULV),BufferedDualInputHatch
22052,进阶编程缓冲多流体二合一输入仓 (LV),BufferedDualInputHatch
22053,进阶编程缓冲多流体二合一输入仓 (MV),BufferedDualInputHatch
22054,进阶编程缓冲多流体二合一输入仓 (HV),BufferedDualInputHatch
22055,进阶编程缓冲多流体二合一输入仓 (EV),BufferedDualInputHatch
22056,进阶编程缓冲多流体二合一输入仓 (IV),BufferedDualInputHatch
22057,进阶编程缓冲多流体二合一输入仓 (LuV),BufferedDualInputHatch
22058,进阶编程缓冲多流体二合一输入仓 (ZPM),BufferedDualInputHatch
22059,进阶编程缓冲多流体二合一输入仓 (UV),BufferedDualInputHatch
22060,进阶编程缓冲多流体二合一输入仓 (UHV),BufferedDualInputHatch
22061,进阶编程缓冲多流体二合一输入仓 (UEV),BufferedDualInputHatch
22062,进阶编程缓冲多流体二合一输入仓 (UIV),BufferedDualInputHatch
22063,进阶编程缓冲多流体二合一输入仓 (UMV),BufferedDualInputHatch
22064,进阶编程缓冲多流体二合一输入仓 (UXV),BufferedDualInputHatch
22065,进阶编程缓冲多流体二合一输入仓 (MAX),BufferedDualInputHatch
22067,远程输入仓,RemoteInputHatch
22068,超级流体二合一输入仓,
22069,编程样板输入总成,PatternDualInputHatch
22070,吝物输出总线 (ULV),FilterOutputBus
22071,吝物输出总线 (LV),FilterOutputBus
22072,吝物输出总线 (MV),FilterOutputBus
22073,吝物输出总线 (HV),FilterOutputBus
22074,过滤输出总线 (ULV),FilterOutputBus
22075,过滤输出总线 (LV),FilterOutputBus
22076,过滤输出总线 (MV),FilterOutputBus
22077,过滤输出总线 (HV),FilterOutputBus
22079,原材料缓存仓 (T0),IngredientBuffer
22080,原材料缓存仓 (T1),IngredientBuffer
22081,水提供器,WaterProvider
22082,自动化焦点输入总线(ME),NBTHatchMEFocus
22083,自动化数据球仓,AutoDataOrbHatch
22084,自动化催化剂仓(ME),NBTHatchMECatalyst
22085,库存二合一输入仓(ME),StockingDualInputHatchME
22086,进阶库存二合一输入仓(ME),StockingDualInputHatchME
22087,虚拟输入总线,PhantomInputBus
22090,合成CPU,TileCPU
22100,编程缓冲多流体二合一输入仓 (ULV),BufferedDualInputHatch
22101,编程缓冲多流体二合一输入仓 (LV),BufferedDualInputHatch
22102,编程缓冲多流体二合一输入仓 (MV),BufferedDualInputHatch
22103,编程缓冲多流体二合一输入仓 (HV),BufferedDualInputHatch
22104,编程缓冲多流体二合一输入仓 (EV),BufferedDualInputHatch
22105,编程缓冲多流体二合一输入仓 (IV),BufferedDualInputHatch
22106,编程缓冲多流体二合一输入仓 (LuV),BufferedDualInputHatch
22107,编程缓冲多流体二合一输入仓 (ZPM),BufferedDualInputHatch
22108,编程缓冲多流体二合一输入仓 (UV),BufferedDualInputHatch
22109,编程缓冲多流体二合一输入仓 (UHV),BufferedDualInputHatch
22110,编程缓冲多流体二合一输入仓 (UEV),BufferedDualInputHatch
22111,编程缓冲多流体二合一输入仓 (UIV),BufferedDualInputHatch
22112,编程缓冲多流体二合一输入仓 (UMV),BufferedDualInputHatch
22113,编程缓冲多流体二合一输入仓 (UXV),BufferedDualInputHatch
22114,编程缓冲多流体二合一输入仓 (MAX),BufferedDualInputHatch
22116,大型编程器电路提供器,LargeProgrammingCircuitProvider
22117,提供器访问仓,ProviderChainer
22118,编程器电路提供器 (T0),ProgrammingCircuitProvider
22119,ME超级箱 I,SuperChestME
22120,ME超级箱 II,SuperChestME
22121,ME超级箱 III,SuperChestME
22122,ME超级箱 IV,SuperChestME
22123,ME超级箱 V,SuperChestME
22124,ME量子箱 I,SuperChestME
22125,ME量子箱 II,SuperChestME
22126,ME量子箱 III,SuperChestME
22127,ME量子箱 IV,SuperChestME
22128,ME量子箱 V,SuperChestME
22130,编程样板输入总线,
22131,ME超级缸 I,SuperTankME
22132,ME超级缸 II,SuperTankME
22133,ME超级缸 III,SuperTankME
22134,ME超级缸 IV,SuperTankME
22135,ME超级缸 V,SuperTankME
22136,ME量子缸 I,SuperTankME
22137,ME量子缸 II,SuperTankME
22138,ME量子缸 III,SuperTankME
22139,ME量子缸 IV,SuperTankME
22140,ME量子缸 V,SuperTankME
22142,电力原料分配器(WIP),IngredientDistributor
22143,预构电路提供器(编程电路),ProgrammingCircuitProviderPrefabricated
22144,预构电路提供器(模具),ProgrammingCircuitProviderPrefabricated
22145,预构电路提供器(刀具),ProgrammingCircuitProviderPrefabricated
22146,预构电路提供器(模头),ProgrammingCircuitProviderPrefabricated
22147,预构电路提供器(白矮星物质模头),ProgrammingCircuitProviderPrefabricated
22148,预构电路提供器(透镜),ProgrammingCircuitProviderPrefabricated
22150,多电路输入总线(ULV),MultiCircuitInputBus
22151,多电路输入总线(LV),MultiCircuitInputBus
22152,多电路输入总线(MV),MultiCircuitInputBus
22153,多电路输入总线(HV),MultiCircuitInputBus
22162,数据访问仓 (ME),DataHatchME
22163,限制存储输入仓(ME),RestrictedInputHatchME
22164,限制存储输入总线(ME),RestrictedInputBusME
22165,可编程二合一输入枢纽(ME),DualInputHachOC
22166,二合一输入区映射镜像,DualInputHatchInventoryMappingSlave
22167,二合一输入区映射镜像(ME),PatternDualInputHatchInventoryMappingSlave
22168,物品输入镜像,DualInputHatchSlaveBus
22169,流体输入镜像,DualInputHatchSlaveHatch
22170,状态总线通讯端口,CommunicationPortHatch
22171,装配线诱骗存储输入总线(ME),DecoyInputBusME
22172,装配线诱骗存储输入仓(ME),DecoyInputHatchME
22173,优先级过滤存储输入总线(ME),PriorityFilterInputBusME
22174,优先级过滤存储输入仓(ME),PriorityFilterInputHatchME
22175,销毁输出仓,VoidOutputHatch
22176,销毁输出总线,VoidOutputBus
22177,存储输出总线(ME),StorageOutputBus
22178,存储输出仓(ME),StorageOutputHatch
22179,编程样板输入总成 MK.II,
22180,配方表输入总成,
22501,基础蒸汽轮机,SteamTurbine
22502,进阶蒸汽轮机,SteamTurbine
22503,进阶蒸汽轮机 II,SteamTurbine
22504,蒸汽组装机,SteamAssemblerBronze
22505,高压蒸汽组装机,SteamAssemblerSteel
22506,1x Stargate Wire,MTECable
22507,2x Stargate Wire,MTECable
22508,4x Stargate Wire,MTECable
22509,8x Stargate Wire,MTECable
22510,12x Stargate Wire,MTECable
22511,16x Stargate Wire,MTECable
22518,大型蒸汽仓,CustomFluidHatch
22519,微型蓝色合金物品管道,MTEItemPipe
22520,小型蓝色合金物品管道,MTEItemPipe
22521,蓝色合金物品管道,MTEItemPipe
22522,大型蓝色合金物品管道,MTEItemPipe
22523,巨型蓝色合金物品管道,MTEItemPipe
22524,魔力缸,ManaTank
22525,稀释魔力动力仓,ManaDynamoHatch
22526,魔力动力仓,ManaDynamoHatch
22527,神话动力仓,ManaDynamoHatch
22528,盖亚动力仓,ManaDynamoHatch
22529,微型压缩蒸汽流体管道,MTEFluidPipe
22530,小型压缩蒸汽流体管道,MTEFluidPipe
22531,压缩蒸汽流体管道,MTEFluidPipe
22532,大型压缩蒸汽流体管道,MTEFluidPipe
22533,巨型压缩蒸汽流体管道,MTEFluidPipe
22534,微型青钢流体管道,MTEFluidPipe
22535,小型青钢流体管道,MTEFluidPipe
22536,青钢流体管道,MTEFluidPipe
22537,大型青钢流体管道,MTEFluidPipe
22538,巨型青钢流体管道,MTEFluidPipe
22539,微型青铁流体管道,MTEFluidPipe
22540,小型青铁流体管道,MTEFluidPipe
22541,青铁流体管道,MTEFluidPipe
22542,大型青铁流体管道,MTEFluidPipe
22543,巨型青铁流体管道,MTEFluidPipe
22544,稀释魔力能源仓,ManaEnergyHatch
22545,魔力能源仓,ManaEnergyHatch
22546,神话能源仓,ManaEnergyHatch
22547,盖亚能源仓,ManaEnergyHatch
22548,并行控制仓 (LV),ParallelControllerHatch
22549,并行控制仓 (MV),ParallelControllerHatch
22550,并行控制仓 (HV),ParallelControllerHatch
22551,并行控制仓 (EV),ParallelControllerHatch
22552,并行控制仓 (IV),ParallelControllerHatch
22553,并行控制仓 (LuV),ParallelControllerHatch
22554,并行控制仓 (ZPM),ParallelControllerHatch
22555,并行控制仓 (UV),ParallelControllerHatch
22556,并行控制仓 (UHV),ParallelControllerHatch
22557,并行控制仓 (UEV),ParallelControllerHatch
22558,并行控制仓 (UIV),ParallelControllerHatch
22559,并行控制仓 (UMV),ParallelControllerHatch
22560,并行控制仓 (UXV),ParallelControllerHatch
22561,并行控制仓 (MAX),ParallelControllerHatch
22562,基础集气室,MTEBasicMachineWithRecipe
22563,进阶集气室,MTEBasicMachineWithRecipe
22564,进阶集气室 II,MTEBasicMachineWithRecipe
22565,进阶集气室 III,MTEBasicMachineWithRecipe
22566,精英集气室,MTEBasicMachineWithRecipe
22567,精英集气室 II,MTEBasicMachineWithRecipe
22568,精英集气室 III,MTEBasicMachineWithRecipe
22569,终极集气室,MTEBasicMachineWithRecipe
22570,史诗集气室,MTEBasicMachineWithRecipe
22571,史诗集气室 II,MTEBasicMachineWithRecipe
22572,史诗集气室 III,MTEBasicMachineWithRecipe
22573,史诗集气室 IV,MTEBasicMachineWithRecipe
22574,传奇集气室,MTEBasicMachineWithRecipe
22575,动能动力仓,TapDynamoHatch
22576,无管蒸汽仓,WirelessSteamEnergyHatch
22577,无管蒸汽排气口,WirelessSteamDynamoHatch
22578,无管喷流仓,WirelessSteamEnergyHatch
22579,无管喷流排气口,WirelessSteamDynamoHatch
22580,可配置自动维护仓,CustomMaintenanceHatch
22581,爆炸动力仓,ExplosionDynamoHatch
22582,Debug研究站,DebugResearchStation
22583,超级存储输入总线(ME),SuperInputBusME
22584,进阶超级存储输入总线(ME),SuperInputBusME
22585,超级存储输入仓(ME),SuperInputHatchME
22586,进阶超级存储输入仓(ME),SuperInputHatchME
22587,复制器,Replicator
22588,矿辞存储输入总线(ME),OredictInputBusME
22589,附魔器,Enchanting
22590,能源监视器,EnergyMonitor
22591,保险库多方块输入/输出总成,VaultPortHatch
22592,输入仓(蒸汽),OriginalInputHatch
22593,输出仓(蒸汽),OriginalOutputHatch
22594,超级虚空总线,SuperVoidBus
22595,超级虚空仓,SuperVoidHatch
22596,Debug数据访问仓,DebugDataAccessHatch
22597,基础燃气轮机,GasTurbine
22598,进阶燃气轮机,GasTurbine
22599,进阶燃气轮机 II,GasTurbine
22600,基础内燃发电机,DieselGenerator
22601,进阶内燃发电机,DieselGenerator
22602,进阶内燃发电机 II,DieselGenerator
22603,万用通量传输节点,EnergyTransferNode
22604,兑奖机,LootBagRedemption
22605,过滤存储输入总线(ME),TypeFilteredInputBusME
22620,超级存储输入总成(ME),SuperDualInputHatchME
22621,进阶超级存储输入总成(ME),SuperDualInputHatchME
22622,MAX能源仓,MTEHatchEnergy
22623,4安LV能源仓,MTEHatchEnergyMulti
22624,4安MV能源仓,MTEHatchEnergyMulti
22625,4安HV能源仓,MTEHatchEnergyMulti
22626,16安LV能源仓,MTEHatchEnergyMulti
22627,16安MV能源仓,MTEHatchEnergyMulti
22628,16安HV能源仓,MTEHatchEnergyMulti
22629,64安LV能源仓,MTEHatchEnergyMulti
22630,64安MV能源仓,MTEHatchEnergyMulti
22631,64安HV能源仓,MTEHatchEnergyMulti
22632,4安MAX能源仓,MTEHatchEnergyMulti
22633,16安MAX能源仓,MTEHatchEnergyMulti
22634,64安MAX能源仓,MTEHatchEnergyMulti
22635,"IV 4,194,304A/t 激光靶仓",MTEHatchEnergyTunnel
22636,"IV 16,777,216A/t 激光靶仓",MTEHatchEnergyTunnel
22637,"LuV 4,194,304A/t 激光靶仓",MTEHatchEnergyTunnel
22638,"LuV 16,777,216A/t 激光靶仓",MTEHatchEnergyTunnel
22639,"ZPM 4,194,304A/t 激光靶仓",MTEHatchEnergyTunnel
22640,"ZPM 16,777,216A/t 激光靶仓",MTEHatchEnergyTunnel
22641,"UV 4,194,304A/t 激光靶仓",MTEHatchEnergyTunnel
22642,"UV 16,777,216A/t 激光靶仓",MTEHatchEnergyTunnel
22643,"UHV 4,194,304A/t 激光靶仓",MTEHatchEnergyTunnel
22644,"UHV 16,777,216A/t 激光靶仓",MTEHatchEnergyTunnel
22645,"UEV 4,194,304A/t 激光靶仓",MTEHatchEnergyTunnel
22646,"UEV 16,777,216A/t 激光靶仓",MTEHatchEnergyTunnel
22647,"UIV 4,194,304A/t 激光靶仓",MTEHatchEnergyTunnel
22648,"UIV 16,777,216A/t 激光靶仓",MTEHatchEnergyTunnel
22649,"UMV 16,777,216A/t 激光靶仓",MTEHatchEnergyTunnel
22650,MAX 256A/t 激光靶仓,MTEHatchEnergyTunnel
22651,"MAX 1,024A/t 激光靶仓",MTEHatchEnergyTunnel
22652,"MAX 4,096A/t 激光靶仓",MTEHatchEnergyTunnel
22653,"MAX 16,384A/t 激光靶仓",MTEHatchEnergyTunnel
22654,"MAX 65,536A/t 激光靶仓",MTEHatchEnergyTunnel
22655,"MAX 262,144A/t 激光靶仓",MTEHatchEnergyTunnel
22656,"MAX 1,048,576A/t 激光靶仓",MTEHatchEnergyTunnel
22657,"MAX 4,194,304A/t 激光靶仓",MTEHatchEnergyTunnel
22658,"MAX 16,777,216A/t 激光靶仓",MTEHatchEnergyTunnel
22659,"IV 4,194,304A/t 激光源仓",MTEHatchDynamoTunnel
22660,"IV 16,777,216A/t 激光源仓",MTEHatchDynamoTunnel
22661,"LuV 4,194,304A/t 激光源仓",MTEHatchDynamoTunnel
22662,"LuV 16,777,216A/t 激光源仓",MTEHatchDynamoTunnel
22663,"ZPM 4,194,304A/t 激光源仓",MTEHatchDynamoTunnel
22664,"ZPM 16,777,216A/t 激光源仓",MTEHatchDynamoTunnel
22665,"UV 4,194,304A/t 激光源仓",MTEHatchDynamoTunnel
22666,"UV 16,777,216A/t 激光源仓",MTEHatchDynamoTunnel
22667,"UHV 4,194,304A/t 激光源仓",MTEHatchDynamoTunnel
22668,"UHV 16,777,216A/t 激光源仓",MTEHatchDynamoTunnel
22669,"UEV 4,194,304A/t 激光源仓",MTEHatchDynamoTunnel
22670,"UEV 16,777,216A/t 激光源仓",MTEHatchDynamoTunnel
22671,"UIV 4,194,304A/t 激光源仓",MTEHatchDynamoTunnel
22672,"UIV 16,777,216A/t 激光源仓",MTEHatchDynamoTunnel
22673,"UMV 16,777,216A/t 激光源仓",MTEHatchDynamoTunnel
22674,MAX 256A/t 激光源仓,MTEHatchDynamoTunnel
22675,"MAX 1,024A/t 激光源仓",MTEHatchDynamoTunnel
22676,"MAX 4,096A/t 激光源仓",MTEHatchDynamoTunnel
22677,"MAX 16,384A/t 激光源仓",MTEHatchDynamoTunnel
22678,"MAX 65,536A/t 激光源仓",MTEHatchDynamoTunnel
22679,"MAX 262,144A/t 激光源仓",MTEHatchDynamoTunnel
22680,"MAX 1,048,576A/t 激光源仓",MTEHatchDynamoTunnel
22681,"MAX 4,194,304A/t 激光源仓",MTEHatchDynamoTunnel
22682,"MAX 16,777,216A/t 激光源仓",MTEHatchDynamoTunnel
22683,4安LV无线能源仓,MTEHatchWirelessMulti
22684,16安LV无线能源仓,MTEHatchWirelessMulti
22685,64安LV无线能源仓,MTEHatchWirelessMulti
22686,4安MV无线能源仓,MTEHatchWirelessMulti
22687,16安MV无线能源仓,MTEHatchWirelessMulti
22688,64安MV无线能源仓,MTEHatchWirelessMulti
22689,4安HV无线能源仓,MTEHatchWirelessMulti
22690,16安HV无线能源仓,MTEHatchWirelessMulti
22691,64安HV无线能源仓,MTEHatchWirelessMulti
22692,256安IV无线能源仓,MTEHatchWirelessMulti
22693,1024安IV无线能源仓,MTEHatchWirelessMulti
22694,4096安IV无线能源仓,MTEHatchWirelessMulti
22695,16384安IV无线能源仓,MTEHatchWirelessMulti
22696,65536安IV无线能源仓,MTEHatchWirelessMulti
22697,262144安IV无线能源仓,MTEHatchWirelessMulti
22698,1048576安IV无线能源仓,MTEHatchWirelessMulti
22699,4194304安IV无线能源仓,MTEHatchWirelessMulti
22700,16777216安IV无线能源仓,MTEHatchWirelessMulti
22701,256安LuV无线能源仓,MTEHatchWirelessMulti
22702,1024安LuV无线能源仓,MTEHatchWirelessMulti
22703,4096安LuV无线能源仓,MTEHatchWirelessMulti
22704,16384安LuV无线能源仓,MTEHatchWirelessMulti
22705,65536安LuV无线能源仓,MTEHatchWirelessMulti
22706,262144安LuV无线能源仓,MTEHatchWirelessMulti
22707,1048576安LuV无线能源仓,MTEHatchWirelessMulti
22708,4194304安LuV无线能源仓,MTEHatchWirelessMulti
22709,16777216安LuV无线能源仓,MTEHatchWirelessMulti
22710,256安ZPM无线能源仓,MTEHatchWirelessMulti
22711,1024安ZPM无线能源仓,MTEHatchWirelessMulti
22712,4096安ZPM无线能源仓,MTEHatchWirelessMulti
22713,16384安ZPM无线能源仓,MTEHatchWirelessMulti
22714,65536安ZPM无线能源仓,MTEHatchWirelessMulti
22715,262144安ZPM无线能源仓,MTEHatchWirelessMulti
22716,1048576安ZPM无线能源仓,MTEHatchWirelessMulti
22717,4194304安ZPM无线能源仓,MTEHatchWirelessMulti
22718,16777216安ZPM无线能源仓,MTEHatchWirelessMulti
22719,256安UV无线能源仓,MTEHatchWirelessMulti
22720,1024安UV无线能源仓,MTEHatchWirelessMulti
22721,4096安UV无线能源仓,MTEHatchWirelessMulti
22722,16384安UV无线能源仓,MTEHatchWirelessMulti
22723,65536安UV无线能源仓,MTEHatchWirelessMulti
22724,262144安UV无线能源仓,MTEHatchWirelessMulti
22725,1048576安UV无线能源仓,MTEHatchWirelessMulti
22726,4194304安UV无线能源仓,MTEHatchWirelessMulti
22727,16777216安UV无线能源仓,MTEHatchWirelessMulti
22728,256安UHV无线能源仓,MTEHatchWirelessMulti
22729,1024安UHV无线能源仓,MTEHatchWirelessMulti
22730,4096安UHV无线能源仓,MTEHatchWirelessMulti
22731,16384安UHV无线能源仓,MTEHatchWirelessMulti
22732,65536安UHV无线能源仓,MTEHatchWirelessMulti
22733,262144安UHV无线能源仓,MTEHatchWirelessMulti
22734,1048576安UHV无线能源仓,MTEHatchWirelessMulti
22735,4194304安UHV无线能源仓,MTEHatchWirelessMulti
22736,16777216安UHV无线能源仓,MTEHatchWirelessMulti
22737,256安UEV无线能源仓,MTEHatchWirelessMulti
22738,1024安UEV无线能源仓,MTEHatchWirelessMulti
22739,4096安UEV无线能源仓,MTEHatchWirelessMulti
22740,16384安UEV无线能源仓,MTEHatchWirelessMulti
22741,65536安UEV无线能源仓,MTEHatchWirelessMulti
22742,262144安UEV无线能源仓,MTEHatchWirelessMulti
22743,1048576安UEV无线能源仓,MTEHatchWirelessMulti
22744,4194304安UEV无线能源仓,MTEHatchWirelessMulti
22745,16777216安UEV无线能源仓,MTEHatchWirelessMulti
22746,256安UIV无线能源仓,MTEHatchWirelessMulti
22747,1024安UIV无线能源仓,MTEHatchWirelessMulti
22748,4096安UIV无线能源仓,MTEHatchWirelessMulti
22749,16384安UIV无线能源仓,MTEHatchWirelessMulti
22750,65536安UIV无线能源仓,MTEHatchWirelessMulti
22751,262144安UIV无线能源仓,MTEHatchWirelessMulti
22752,1048576安UIV无线能源仓,MTEHatchWirelessMulti
22753,4194304安UIV无线能源仓,MTEHatchWirelessMulti
22754,16777216安UIV无线能源仓,MTEHatchWirelessMulti
22755,256安UMV无线能源仓,MTEHatchWirelessMulti
22756,1024安UMV无线能源仓,MTEHatchWirelessMulti
22757,4096安UMV无线能源仓,MTEHatchWirelessMulti
22758,16384安UMV无线能源仓,MTEHatchWirelessMulti
22759,65536安UMV无线能源仓,MTEHatchWirelessMulti
22760,262144安UMV无线能源仓,MTEHatchWirelessMulti
22761,1048576安UMV无线能源仓,MTEHatchWirelessMulti
22762,4194304安UMV无线能源仓,MTEHatchWirelessMulti
22763,16777216安UMV无线能源仓,MTEHatchWirelessMulti
22764,256安MAX无线能源仓,MTEHatchWirelessMulti
22765,1024安MAX无线能源仓,MTEHatchWirelessMulti
22766,4096安MAX无线能源仓,MTEHatchWirelessMulti
22767,16384安MAX无线能源仓,MTEHatchWirelessMulti
22768,65536安MAX无线能源仓,MTEHatchWirelessMulti
22769,262144安MAX无线能源仓,MTEHatchWirelessMulti
22770,1048576安MAX无线能源仓,MTEHatchWirelessMulti
22771,4194304安MAX无线能源仓,MTEHatchWirelessMulti
22772,16777216安MAX无线能源仓,MTEHatchWirelessMulti
22773,鸿蒙无线能源仓,MTEHatchWirelessMulti
22774,鸿蒙无线动力仓,WirelessMultiDynamoHatch
22775,MAX动力仓,MTEHatchDynamo
22776,4安LV动力仓,MTEHatchDynamoMulti
22777,4安MV动力仓,MTEHatchDynamoMulti
22778,4安HV动力仓,MTEHatchDynamoMulti
22779,16安LV动力仓,MTEHatchDynamoMulti
22780,16安MV动力仓,MTEHatchDynamoMulti
22781,16安HV动力仓,MTEHatchDynamoMulti
22782,64安LV动力仓,MTEHatchDynamoMulti
22783,64安MV动力仓,MTEHatchDynamoMulti
22784,64安HV动力仓,MTEHatchDynamoMulti
22785,4安MAX动力仓,MTEHatchDynamoMulti
22786,16安MAX动力仓,MTEHatchDynamoMulti
22787,64安MAX动力仓,MTEHatchDynamoMulti
22789,超级矿辞存储输入总线(ME),OredictInputBusME
22790,超级过滤存储输入总线(ME),TypeFilteredInputBusME
22791,输出总线镜像(ME),OutputBusMEProxy
22792,输出仓镜像(ME),OutputHatchMEProxy
22793,gt.blockmachines.gt.blockmachines.beamlinepipemirror.name.name,BeamlinePipeMirror
22794,可配置无人机下行模块,CustomDroneDownLinkHatch
23001,大型贸易机,EOHB_VendingMachines
23002,大型风力发电机,EOHB_WindTurbine
23003,太阳能阵列,EOHB_SolarEnergyArray
23004,物质重塑仪,EOHB_SubstanceReshapingDevice
23005,蓝狗喷泉,EOHB_BlueDogMachine
23006,圣皇家搬屎大祭司,EOHB_MonkeyShit
23515,异星渔场,OTEFishtorio
23516,巨龙之墓,OTEGraveDragon
23517,吊炸天热交换机,OTEHeatExchanger
23518,末影接口综合体,OTEEIO
23519,盖世神功垃圾桶,OTELargeBin
23520,终极压缩巨型加工厂,OTEMegaNineInOne
23521,神之艾萨锻炉,OTEMegaIsaForge
23522,神人无线能源仓(123),MTEHatchWirelessMulti
23523,传奇无线能源仓(123),MTEHatchWirelessMulti
23524,"MAX 1,048,576A 无线能源仓(123)",MTEHatchWirelessMulti
23525,神威大将军·奇迹和魔法并不是免费的~我真是个笨蛋阿·面硬加咸蔬菜加倍蒜末和油多多还有韭菜盒子~天上天下天地无双毁天灭地无敌金刚炮的·粗制的·原始的·稳定的·先进的·异星的·完美的·太初的·鸿蒙的·终焉寂灭~无线能源仓();,OTEWTFHatch
23526,狄拉克潮汐,OTEMegaQFT
23527,巨型炽焱高炉,OTEMegaEBFGTpp
23528,巨型凛冰冷冻机,OTEMegaFreezerGTpp
23533,中国石化集成工厂,OTESINOPEC
23534,铑钯蜜汁化工厂,OTELaoBaChemicalReactor
23535,唐山炼钢厂,OTETangShanSteelFactory
23536,噬魂监狱,OTEMegaEEC
23537,红日之将军恩情配件厂,OTESunFactory
23538,大型电路组装机,OTELargeCircuitAssembler
23539,史诗焦炭终结者 T123,OTEEpicCokeOven
23540,压缩原木聚变反应堆Mk 0,OTEWoodenFusionReactor
23541,HV 1073741824A 能源仓,MTEHatchEnergyMulti
23542,HV 2147483647A 动力仓,MTEHatchDynamoMulti
23543,§dThe IMBA EBF,OTEIMBABlastFurnace
23544,艾萨处理集成工厂OTH,OTEMegaIsaFactory
23545,食物发电机,OTEFoodGenerator
23546,通用硅岩燃料引擎,OTENQFuelGeneratorUniversal
23547,迷你有源变压器,OTEMiniActiveTransformer
23548,压缩硅岩燃料精炼厂,OTEMegaNQFuelFactory
23549,进阶高能电路装配线,OTEMegaCircuitAssLine
23550,"LV 1,073,741,824A 激光源仓",MTEHatchDynamoTunnel
23551,"LV 1,073,741,824A 激光靶仓",MTEHatchEnergyTunnel
23552,"MV 1,073,741,824A 激光源仓",MTEHatchDynamoTunnel
23553,"MV 1,073,741,824A 激光靶仓",MTEHatchEnergyTunnel
23554,"HV 1,073,741,824A 激光源仓",MTEHatchDynamoTunnel
23555,"HV 1,073,741,824A 激光靶仓",MTEHatchEnergyTunnel
23556,"EV 1,073,741,824A 激光源仓",MTEHatchDynamoTunnel
23557,"EV 1,073,741,824A 激光靶仓",MTEHatchEnergyTunnel
23558,"IV 1,073,741,824A 激光源仓",MTEHatchDynamoTunnel
23559,"IV 1,073,741,824A 激光靶仓",MTEHatchEnergyTunnel
23560,"LUV 1,073,741,824A 激光源仓",MTEHatchDynamoTunnel
23561,"LUV 1,073,741,824A 激光靶仓",MTEHatchEnergyTunnel
23562,"ZPM 1,073,741,824A 激光源仓",MTEHatchDynamoTunnel
23563,"ZPM 1,073,741,824A 激光靶仓",MTEHatchEnergyTunnel
23564,"UV 1,073,741,824A 激光源仓",MTEHatchDynamoTunnel
23565,"UV 1,073,741,824A 激光靶仓",MTEHatchEnergyTunnel
23566,"UHV 1,073,741,824A 激光源仓",MTEHatchDynamoTunnel
23567,"UHV 1,073,741,824A 激光靶仓",MTEHatchEnergyTunnel
23568,"UEV 1,073,741,824A 激光源仓",MTEHatchDynamoTunnel
23569,"UEV 1,073,741,824A 激光靶仓",MTEHatchEnergyTunnel
23570,"UIV 1,073,741,824A 激光源仓",MTEHatchDynamoTunnel
23571,"UIV 1,073,741,824A 激光靶仓",MTEHatchEnergyTunnel
23572,"UMV 1,073,741,824A 激光源仓",MTEHatchDynamoTunnel
23573,"UMV 1,073,741,824A 激光靶仓",MTEHatchEnergyTunnel
23574,"UXV 1,073,741,824A 激光源仓",MTEHatchDynamoTunnel
23575,"UXV 1,073,741,824A 激光靶仓",MTEHatchEnergyTunnel
23576,太空钻机模块MK-123,ModulePumpT4
23577,小型蒸汽加工厂,OTEMiniSteamNineInOne
23578,Beeyonds之家,OTEBeeyonds
23579,超维度憋憋锻炉,OTEBBPlasmaForge
23580,§l§u异星§c量子超级计算机§r,OTEComputer
23581,计算机箱,OTEHatchRack
23582,"集成式""火""箭装配车间",OTEFireRocketAssembler
23583,大型蒸汽输入仓,MTEHatchCustomFluidBase
23584,乌拉尔山脉热分离厂,OTEMegaThermalCentrifuge
25000,奥术工业高炉,TCBlastFurnace
25001,初级蛋机能源吸收器,MTEMagicalEggMachine
25002,中级蛋机能源吸收器,MTEMagicalEggMachine
25003,高级蛋机能源吸收器,MTEMagicalEggMachine
25004,史诗蛋机能源吸收器,MTEMagicalEggMachine
25005,传奇蛋机能源吸收器,MTEMagicalEggMachine
25006,神圣蛋机能源吸收器,MTEMagicalEggMachine
25007,星辉蛋机能源吸收器,MTEMagicalEggMachine
25008,永恒蛋机能源吸收器,MTEMagicalEggMachine
25009,寰宇蛋机能源吸收器,MTEMagicalEggMachine
25010,奇点蛋机能源吸收器,MTEMagicalEggMachine
25011,究极无敌传奇星辉永恒寰宇奇点宇宙蛋机能源吸收器,MTEMagicalEggMachine
25101,4安EV无线动力仓,MTEWirelessHatchDynamoMulti
25102,16安EV无线动力仓,MTEWirelessHatchDynamoMulti
25103,64安EV无线动力仓,MTEWirelessHatchDynamoMulti
25104,256安IV无线能源仓,MTEWirelessHatchEnergyMulti
25105,4安IV无线动力仓,MTEWirelessHatchDynamoMulti
25106,16安IV无线动力仓,MTEWirelessHatchDynamoMulti
