ID,Name,Temperature,Rainfall,Spawn Chance,Root Height,Height Variation,Types,Class
53606,null,null,null,null
53607,null,null,null,null
53608,null,null,null,null
53609,null,null,null,null
53610,null,null,null,null
53611,null,null,null,null
53612,null,null,null,null
53613,null,null,null,null
53614,null,null,null,null
53615,null,null,null,null
53616,null,null,null,null
53617,null,null,null,null
53618,null,null,null,null
53619,null,null,null,null
53620,null,null,null,null
53621,null,null,null,null
53622,null,null,null,null
53623,null,null,null,null
53624,null,null,null,null
53625,null,null,null,null
53626,null,null,null,null
53627,null,null,null,null
53628,null,null,null,null
53629,null,null,null,null
53630,null,null,null,null
53631,null,null,null,null
53632,null,null,null,null
53633,null,null,null,null
53634,null,null,null,null
53635,null,null,null,null
53636,null,null,null,null
53637,null,null,null,null
53638,null,null,null,null
53639,null,null,null,null
53640,null,null,null,null
53641,null,null,null,null
53642,null,null,null,null
53643,null,null,null,null
53644,null,null,null,null
53645,null,null,null,null
53646,null,null,null,null
53647,null,null,null,null
53648,null,null,null,null
53649,null,null,null,null
53650,null,null,null,null
53651,null,null,null,null
53652,null,null,null,null
53653,null,null,null,null
53654,null,null,null,null
53655,null,null,null,null
53656,null,null,null,null
53657,null,null,null,null
53658,null,null,null,null
53659,null,null,null,null
53660,null,null,null,null
53661,null,null,null,null
53662,null,null,null,null
53663,null,null,null,null
53664,null,null,null,null
53665,null,null,null,null
53666,null,null,null,null
53667,null,null,null,null
53668,null,null,null,null
53669,null,null,null,null
53670,null,null,null,null
53671,null,null,null,null
53672,null,null,null,null
53673,null,null,null,null
53674,null,null,null,null
53675,null,null,null,null
53676,null,null,null,null
53677,null,null,null,null
53678,null,null,null,null
53679,null,null,null,null
53680,null,null,null,null
53681,null,null,null,null
53682,null,null,null,null
53683,null,null,null,null
53684,null,null,null,null
53685,null,null,null,null
53686,null,null,null,null
53687,null,null,null,null
53688,null,null,null,null
53689,null,null,null,null
53690,null,null,null,null
53691,null,null,null,null
53692,null,null,null,null
53693,null,null,null,null
53694,null,null,null,null
53695,null,null,null,null
53696,null,null,null,null
53697,null,null,null,null
53698,null,null,null,null
53699,null,null,null,null
53700,null,null,null,null
53701,null,null,null,null
53702,null,null,null,null
53703,null,null,null,null
53704,null,null,null,null
53705,null,null,null,null
53706,null,null,null,null
53707,null,null,null,null
53708,null,null,null,null
53709,null,null,null,null
53710,null,null,null,null
53711,null,null,null,null
53712,null,null,null,null
53713,null,null,null,null
53714,null,null,null,null
53715,null,null,null,null
53716,null,null,null,null
53717,null,null,null,null
53718,null,null,null,null
53719,null,null,null,null
53720,null,null,null,null
53721,null,null,null,null
53722,null,null,null,null
53723,null,null,null,null
53724,null,null,null,null
53725,null,null,null,null
53726,null,null,null,null
53727,null,null,null,null
53728,null,null,null,null
53729,null,null,null,null
53730,null,null,null,null
53731,null,null,null,null
53732,null,null,null,null
53733,null,null,null,null
53734,null,null,null,null
53735,null,null,null,null
53736,null,null,null,null
53737,null,null,null,null
53738,null,null,null,null
53739,null,null,null,null
53740,null,null,null,null
53741,null,null,null,null
53742,null,null,null,null
53743,null,null,null,null
53744,null,null,null,null
53745,null,null,null,null
53746,null,null,null,null
53747,null,null,null,null
53748,null,null,null,null
53749,null,null,null,null
53750,null,null,null,null
53751,null,null,null,null
53752,null,null,null,null
53753,null,null,null,null
53754,null,null,null,null
53755,null,null,null,null
53756,null,null,null,null
53757,null,null,null,null
53758,null,null,null,null
53759,null,null,null,null
53760,null,null,null,null
53761,null,null,null,null
53762,null,null,null,null
53763,null,null,null,null
53764,null,null,null,null
53765,null,null,null,null
53766,null,null,null,null
53767,null,null,null,null
53768,null,null,null,null
53769,null,null,null,null
53770,null,null,null,null
53771,null,null,null,null
53772,null,null,null,null
53773,null,null,null,null
53774,null,null,null,null
53775,null,null,null,null
53776,null,null,null,null
53777,null,null,null,null
53778,null,null,null,null
53779,null,null,null,null
53780,null,null,null,null
53781,null,null,null,null
53782,null,null,null,null
53783,null,null,null,null
53784,null,null,null,null
53785,null,null,null,null
53786,null,null,null,null
53787,null,null,null,null
53788,null,null,null,null
53789,null,null,null,null
53790,null,null,null,null
53791,null,null,null,null
53792,null,null,null,null
53793,null,null,null,null
53794,null,null,null,null
53795,null,null,null,null
53796,null,null,null,null
53797,null,null,null,null
53798,null,null,null,null
53799,null,null,null,null
53800,null,null,null,null
53801,null,null,null,null
53802,null,null,null,null
53803,null,null,null,null
53804,null,null,null,null
53805,null,null,null,null
53806,null,null,null,null
53807,null,null,null,null
53808,null,null,null,null
53809,null,null,null,null
53810,null,null,null,null
53811,null,null,null,null
53812,null,null,null,null
53813,null,null,null,null
53814,null,null,null,null
53815,null,null,null,null
53816,null,null,null,null
53817,null,null,null,null
53818,null,null,null,null
53819,null,null,null,null
53820,null,null,null,null
53821,null,null,null,null
53822,null,null,null,null
53823,null,null,null,null
53824,null,null,null,null
53825,null,null,null,null
53826,null,null,null,null
53827,null,null,null,null
53828,null,null,null,null
53829,null,null,null,null
53830,null,null,null,null
53831,null,null,null,null
53832,null,null,null,null
53833,null,null,null,null
53834,null,null,null,null
53835,null,null,null,null
53836,null,null,null,null
53837,null,null,null,null
53838,null,null,null,null
53839,null,null,null,null
53840,null,null,null,null
53841,null,null,null,null
53842,null,null,null,null
53843,null,null,null,null
53844,null,null,null,null
53845,null,null,null,null
53846,null,null,null,null
53847,null,null,null,null
53848,null,null,null,null
53849,null,null,null,null
53850,null,null,null,null
53851,null,null,null,null
53852,null,null,null,null
53853,null,null,null,null
53854,null,null,null,null
53855,null,null,null,null
53856,null,null,null,null
53857,null,null,null,null
53858,null,null,null,null
53859,null,null,null,null
53860,null,null,null,null
53861,null,null,null,null
53862,null,null,null,null
53863,null,null,null,null
53864,null,null,null,null
53865,null,null,null,null
53866,null,null,null,null
53867,null,null,null,null
53868,null,null,null,null
53869,null,null,null,null
53870,null,null,null,null
53871,null,null,null,null
53872,null,null,null,null
53873,null,null,null,null
53874,null,null,null,null
53875,null,null,null,null
53876,null,null,null,null
53877,null,null,null,null
53878,null,null,null,null
53879,null,null,null,null
53880,null,null,null,null
53881,null,null,null,null
53882,null,null,null,null
53883,null,null,null,null
53884,null,null,null,null
53885,null,null,null,null
53886,null,null,null,null
53887,null,null,null,null
53888,null,null,null,null
53889,null,null,null,null
53890,null,null,null,null
53891,null,null,null,null
53892,null,null,null,null
53893,null,null,null,null
53894,null,null,null,null
53895,null,null,null,null
53896,null,null,null,null
53897,null,null,null,null
53898,null,null,null,null
53899,null,null,null,null
53900,null,null,null,null
53901,null,null,null,null
53902,null,null,null,null
53903,null,null,null,null
53904,null,null,null,null
53905,null,null,null,null
53906,null,null,null,null
53907,null,null,null,null
53908,null,null,null,null
53909,null,null,null,null
53910,null,null,null,null
53911,null,null,null,null
53912,null,null,null,null
53913,null,null,null,null
53914,null,null,null,null
53915,null,null,null,null
53916,null,null,null,null
53917,null,null,null,null
53918,null,null,null,null
53919,null,null,null,null
53920,null,null,null,null
53921,null,null,null,null
53922,null,null,null,null
53923,null,null,null,null
53924,null,null,null,null
53925,null,null,null,null
53926,null,null,null,null
53927,null,null,null,null
53928,null,null,null,null
53929,null,null,null,null
53930,null,null,null,null
53931,null,null,null,null
53932,null,null,null,null
53933,null,null,null,null
53934,null,null,null,null
53935,null,null,null,null
53936,null,null,null,null
53937,null,null,null,null
53938,null,null,null,null
53939,null,null,null,null
53940,null,null,null,null
53941,null,null,null,null
53942,null,null,null,null
53943,null,null,null,null
53944,null,null,null,null
53945,null,null,null,null
53946,null,null,null,null
53947,null,null,null,null
53948,null,null,null,null
53949,null,null,null,null
53950,null,null,null,null
53951,null,null,null,null
53952,null,null,null,null
53953,null,null,null,null
53954,null,null,null,null
53955,null,null,null,null
53956,null,null,null,null
53957,null,null,null,null
53958,null,null,null,null
53959,null,null,null,null
53960,null,null,null,null
53961,null,null,null,null
53962,null,null,null,null
53963,null,null,null,null
53964,null,null,null,null
53965,null,null,null,null
53966,null,null,null,null
53967,null,null,null,null
53968,null,null,null,null
53969,null,null,null,null
53970,null,null,null,null
53971,null,null,null,null
53972,null,null,null,null
53973,null,null,null,null
53974,null,null,null,null
53975,null,null,null,null
53976,null,null,null,null
53977,null,null,null,null
53978,null,null,null,null
53979,null,null,null,null
53980,null,null,null,null
53981,null,null,null,null
53982,null,null,null,null
53983,null,null,null,null
53984,null,null,null,null
53985,null,null,null,null
53986,null,null,null,null
53987,null,null,null,null
53988,null,null,null,null
53989,null,null,null,null
53990,null,null,null,null
53991,null,null,null,null
53992,null,null,null,null
53993,null,null,null,null
53994,null,null,null,null
53995,null,null,null,null
53996,null,null,null,null
53997,null,null,null,null
53998,null,null,null,null
53999,null,null,null,null
54000,null,null,null,null
54001,null,null,null,null
54002,null,null,null,null
54003,null,null,null,null
54004,null,null,null,null
54005,null,null,null,null
54006,null,null,null,null
54007,null,null,null,null
54008,null,null,null,null
54009,null,null,null,null
54010,null,null,null,null
54011,null,null,null,null
54012,null,null,null,null
54013,null,null,null,null
54014,null,null,null,null
54015,null,null,null,null
54016,null,null,null,null
54017,null,null,null,null
54018,null,null,null,null
54019,null,null,null,null
54020,null,null,null,null
54021,null,null,null,null
54022,null,null,null,null
54023,null,null,null,null
54024,null,null,null,null
54025,null,null,null,null
54026,null,null,null,null
54027,null,null,null,null
54028,null,null,null,null
54029,null,null,null,null
54030,null,null,null,null
54031,null,null,null,null
54032,null,null,null,null
54033,null,null,null,null
54034,null,null,null,null
54035,null,null,null,null
54036,null,null,null,null
54037,null,null,null,null
54038,null,null,null,null
54039,null,null,null,null
54040,null,null,null,null
54041,null,null,null,null
54042,null,null,null,null
54043,null,null,null,null
54044,null,null,null,null
54045,null,null,null,null
54046,null,null,null,null
54047,null,null,null,null
54048,null,null,null,null
54049,null,null,null,null
54050,null,null,null,null
54051,null,null,null,null
54052,null,null,null,null
54053,null,null,null,null
54054,null,null,null,null
54055,null,null,null,null
54056,null,null,null,null
54057,null,null,null,null
54058,null,null,null,null
54059,null,null,null,null
54060,null,null,null,null
54061,null,null,null,null
54062,null,null,null,null
54063,null,null,null,null
54064,null,null,null,null
54065,null,null,null,null
54066,null,null,null,null
54067,null,null,null,null
54068,null,null,null,null
54069,null,null,null,null
54070,null,null,null,null
54071,null,null,null,null
54072,null,null,null,null
54073,null,null,null,null
54074,null,null,null,null
54075,null,null,null,null
54076,null,null,null,null
54077,null,null,null,null
54078,null,null,null,null
54079,null,null,null,null
54080,null,null,null,null
54081,null,null,null,null
54082,null,null,null,null
54083,null,null,null,null
54084,null,null,null,null
54085,null,null,null,null
54086,null,null,null,null
54087,null,null,null,null
54088,null,null,null,null
54089,null,null,null,null
54090,null,null,null,null
54091,null,null,null,null
54092,null,null,null,null
54093,null,null,null,null
54094,null,null,null,null
54095,null,null,null,null
54096,null,null,null,null
54097,null,null,null,null
54098,null,null,null,null
54099,null,null,null,null
54100,null,null,null,null
54101,null,null,null,null
54102,null,null,null,null
54103,null,null,null,null
54104,null,null,null,null
54105,null,null,null,null
54106,null,null,null,null
54107,null,null,null,null
54108,null,null,null,null
54109,null,null,null,null
54110,null,null,null,null
54111,null,null,null,null
54112,null,null,null,null
54113,null,null,null,null
54114,null,null,null,null
54115,null,null,null,null
54116,null,null,null,null
54117,null,null,null,null
54118,null,null,null,null
54119,null,null,null,null
54120,null,null,null,null
54121,null,null,null,null
54122,null,null,null,null
54123,null,null,null,null
54124,null,null,null,null
54125,null,null,null,null
54126,null,null,null,null
54127,null,null,null,null
54128,null,null,null,null
54129,null,null,null,null
54130,null,null,null,null
54131,null,null,null,null
54132,null,null,null,null
54133,null,null,null,null
54134,null,null,null,null
54135,null,null,null,null
54136,null,null,null,null
54137,null,null,null,null
54138,null,null,null,null
54139,null,null,null,null
54140,null,null,null,null
54141,null,null,null,null
54142,null,null,null,null
54143,null,null,null,null
54144,null,null,null,null
54145,null,null,null,null
54146,null,null,null,null
54147,null,null,null,null
54148,null,null,null,null
54149,null,null,null,null
54150,null,null,null,null
54151,null,null,null,null
54152,null,null,null,null
54153,null,null,null,null
54154,null,null,null,null
54155,null,null,null,null
54156,null,null,null,null
54157,null,null,null,null
54158,null,null,null,null
54159,null,null,null,null
54160,null,null,null,null
54161,null,null,null,null
54162,null,null,null,null
54163,null,null,null,null
54164,null,null,null,null
54165,null,null,null,null
54166,null,null,null,null
54167,null,null,null,null
54168,null,null,null,null
54169,null,null,null,null
54170,null,null,null,null
54171,null,null,null,null
54172,null,null,null,null
54173,null,null,null,null
54174,null,null,null,null
54175,null,null,null,null
54176,null,null,null,null
54177,null,null,null,null
54178,null,null,null,null
54179,null,null,null,null
54180,null,null,null,null
54181,null,null,null,null
54182,null,null,null,null
54183,null,null,null,null
54184,null,null,null,null
54185,null,null,null,null
54186,null,null,null,null
54187,null,null,null,null
54188,null,null,null,null
54189,null,null,null,null
54190,null,null,null,null
54191,null,null,null,null
54192,null,null,null,null
54193,null,null,null,null
54194,null,null,null,null
54195,null,null,null,null
54196,null,null,null,null
54197,null,null,null,null
54198,null,null,null,null
54199,null,null,null,null
54200,null,null,null,null
54201,null,null,null,null
54202,null,null,null,null
54203,null,null,null,null
54204,null,null,null,null
54205,null,null,null,null
54206,null,null,null,null
54207,null,null,null,null
54208,null,null,null,null
54209,null,null,null,null
54210,null,null,null,null
54211,null,null,null,null
54212,null,null,null,null
54213,null,null,null,null
54214,null,null,null,null
54215,null,null,null,null
54216,null,null,null,null
54217,null,null,null,null
54218,null,null,null,null
54219,null,null,null,null
54220,null,null,null,null
54221,null,null,null,null
54222,null,null,null,null
54223,null,null,null,null
54224,null,null,null,null
54225,null,null,null,null
54226,null,null,null,null
54227,null,null,null,null
54228,null,null,null,null
54229,null,null,null,null
54230,null,null,null,null
54231,null,null,null,null
54232,null,null,null,null
54233,null,null,null,null
54234,null,null,null,null
54235,null,null,null,null
54236,null,null,null,null
54237,null,null,null,null
54238,null,null,null,null
54239,null,null,null,null
54240,null,null,null,null
54241,null,null,null,null
54242,null,null,null,null
54243,null,null,null,null
54244,null,null,null,null
54245,null,null,null,null
54246,null,null,null,null
54247,null,null,null,null
54248,null,null,null,null
54249,null,null,null,null
54250,null,null,null,null
54251,null,null,null,null
54252,null,null,null,null
54253,null,null,null,null
54254,null,null,null,null
54255,null,null,null,null
54256,null,null,null,null
54257,null,null,null,null
54258,null,null,null,null
54259,null,null,null,null
54260,null,null,null,null
54261,null,null,null,null
54262,null,null,null,null
54263,null,null,null,null
54264,null,null,null,null
54265,null,null,null,null
54266,null,null,null,null
54267,null,null,null,null
54268,null,null,null,null
54269,null,null,null,null
54270,null,null,null,null
54271,null,null,null,null
54272,null,null,null,null
54273,null,null,null,null
54274,null,null,null,null
54275,null,null,null,null
54276,null,null,null,null
54277,null,null,null,null
54278,null,null,null,null
54279,null,null,null,null
54280,null,null,null,null
54281,null,null,null,null
54282,null,null,null,null
54283,null,null,null,null
54284,null,null,null,null
54285,null,null,null,null
54286,null,null,null,null
54287,null,null,null,null
54288,null,null,null,null
54289,null,null,null,null
54290,null,null,null,null
54291,null,null,null,null
54292,null,null,null,null
54293,null,null,null,null
54294,null,null,null,null
54295,null,null,null,null
54296,null,null,null,null
54297,null,null,null,null
54298,null,null,null,null
54299,null,null,null,null
54300,null,null,null,null
54301,null,null,null,null
54302,null,null,null,null
54303,null,null,null,null
54304,null,null,null,null
54305,null,null,null,null
54306,null,null,null,null
54307,null,null,null,null
54308,null,null,null,null
54309,null,null,null,null
54310,null,null,null,null
54311,null,null,null,null
54312,null,null,null,null
54313,null,null,null,null
54314,null,null,null,null
54315,null,null,null,null
54316,null,null,null,null
54317,null,null,null,null
54318,null,null,null,null
54319,null,null,null,null
54320,null,null,null,null
54321,null,null,null,null
54322,null,null,null,null
54323,null,null,null,null
54324,null,null,null,null
54325,null,null,null,null
54326,null,null,null,null
54327,null,null,null,null
54328,null,null,null,null
54329,null,null,null,null
54330,null,null,null,null
54331,null,null,null,null
54332,null,null,null,null
54333,null,null,null,null
54334,null,null,null,null
54335,null,null,null,null
54336,null,null,null,null
54337,null,null,null,null
54338,null,null,null,null
54339,null,null,null,null
54340,null,null,null,null
54341,null,null,null,null
54342,null,null,null,null
54343,null,null,null,null
54344,null,null,null,null
54345,null,null,null,null
54346,null,null,null,null
54347,null,null,null,null
54348,null,null,null,null
54349,null,null,null,null
54350,null,null,null,null
54351,null,null,null,null
54352,null,null,null,null
54353,null,null,null,null
54354,null,null,null,null
54355,null,null,null,null
54356,null,null,null,null
54357,null,null,null,null
54358,null,null,null,null
54359,null,null,null,null
54360,null,null,null,null
54361,null,null,null,null
54362,null,null,null,null
54363,null,null,null,null
54364,null,null,null,null
54365,null,null,null,null
54366,null,null,null,null
54367,null,null,null,null
54368,null,null,null,null
54369,null,null,null,null
54370,null,null,null,null
54371,null,null,null,null
54372,null,null,null,null
54373,null,null,null,null
54374,null,null,null,null
54375,null,null,null,null
54376,null,null,null,null
54377,null,null,null,null
54378,null,null,null,null
54379,null,null,null,null
54380,null,null,null,null
54381,null,null,null,null
54382,null,null,null,null
54383,null,null,null,null
54384,null,null,null,null
54385,null,null,null,null
54386,null,null,null,null
54387,null,null,null,null
54388,null,null,null,null
54389,null,null,null,null
54390,null,null,null,null
54391,null,null,null,null
54392,null,null,null,null
54393,null,null,null,null
54394,null,null,null,null
54395,null,null,null,null
54396,null,null,null,null
54397,null,null,null,null
54398,null,null,null,null
54399,null,null,null,null
54400,null,null,null,null
54401,null,null,null,null
54402,null,null,null,null
54403,null,null,null,null
54404,null,null,null,null
54405,null,null,null,null
54406,null,null,null,null
54407,null,null,null,null
54408,null,null,null,null
54409,null,null,null,null
54410,null,null,null,null
54411,null,null,null,null
54412,null,null,null,null
54413,null,null,null,null
54414,null,null,null,null
54415,null,null,null,null
54416,null,null,null,null
54417,null,null,null,null
54418,null,null,null,null
54419,null,null,null,null
54420,null,null,null,null
54421,null,null,null,null
54422,null,null,null,null
54423,null,null,null,null
54424,null,null,null,null
54425,null,null,null,null
54426,null,null,null,null
54427,null,null,null,null
54428,null,null,null,null
54429,null,null,null,null
54430,null,null,null,null
54431,null,null,null,null
54432,null,null,null,null
54433,null,null,null,null
54434,null,null,null,null
54435,null,null,null,null
54436,null,null,null,null
54437,null,null,null,null
54438,null,null,null,null
54439,null,null,null,null
54440,null,null,null,null
54441,null,null,null,null
54442,null,null,null,null
54443,null,null,null,null
54444,null,null,null,null
54445,null,null,null,null
54446,null,null,null,null
54447,null,null,null,null
54448,null,null,null,null
54449,null,null,null,null
54450,null,null,null,null
54451,null,null,null,null
54452,null,null,null,null
54453,null,null,null,null
54454,null,null,null,null
54455,null,null,null,null
54456,null,null,null,null
54457,null,null,null,null
54458,null,null,null,null
54459,null,null,null,null
54460,null,null,null,null
54461,null,null,null,null
54462,null,null,null,null
54463,null,null,null,null
54464,null,null,null,null
54465,null,null,null,null
54466,null,null,null,null
54467,null,null,null,null
54468,null,null,null,null
54469,null,null,null,null
54470,null,null,null,null
54471,null,null,null,null
54472,null,null,null,null
54473,null,null,null,null
54474,null,null,null,null
54475,null,null,null,null
54476,null,null,null,null
54477,null,null,null,null
54478,null,null,null,null
54479,null,null,null,null
54480,null,null,null,null
54481,null,null,null,null
54482,null,null,null,null
54483,null,null,null,null
54484,null,null,null,null
54485,null,null,null,null
54486,null,null,null,null
54487,null,null,null,null
54488,null,null,null,null
54489,null,null,null,null
54490,null,null,null,null
54491,null,null,null,null
54492,null,null,null,null
54493,null,null,null,null
54494,null,null,null,null
54495,null,null,null,null
54496,null,null,null,null
54497,null,null,null,null
54498,null,null,null,null
54499,null,null,null,null
54500,null,null,null,null
54501,null,null,null,null
54502,null,null,null,null
54503,null,null,null,null
54504,null,null,null,null
54505,null,null,null,null
54506,null,null,null,null
54507,null,null,null,null
54508,null,null,null,null
54509,null,null,null,null
54510,null,null,null,null
54511,null,null,null,null
54512,null,null,null,null
54513,null,null,null,null
54514,null,null,null,null
54515,null,null,null,null
54516,null,null,null,null
54517,null,null,null,null
54518,null,null,null,null
54519,null,null,null,null
54520,null,null,null,null
54521,null,null,null,null
54522,null,null,null,null
54523,null,null,null,null
54524,null,null,null,null
54525,null,null,null,null
54526,null,null,null,null
54527,null,null,null,null
54528,null,null,null,null
54529,null,null,null,null
54530,null,null,null,null
54531,null,null,null,null
54532,null,null,null,null
54533,null,null,null,null
54534,null,null,null,null
54535,null,null,null,null
54536,null,null,null,null
54537,null,null,null,null
54538,null,null,null,null
54539,null,null,null,null
54540,null,null,null,null
54541,null,null,null,null
54542,null,null,null,null
54543,null,null,null,null
54544,null,null,null,null
54545,null,null,null,null
54546,null,null,null,null
54547,null,null,null,null
54548,null,null,null,null
54549,null,null,null,null
54550,null,null,null,null
54551,null,null,null,null
54552,null,null,null,null
54553,null,null,null,null
54554,null,null,null,null
54555,null,null,null,null
54556,null,null,null,null
54557,null,null,null,null
54558,null,null,null,null
54559,null,null,null,null
54560,null,null,null,null
54561,null,null,null,null
54562,null,null,null,null
54563,null,null,null,null
54564,null,null,null,null
54565,null,null,null,null
54566,null,null,null,null
54567,null,null,null,null
54568,null,null,null,null
54569,null,null,null,null
54570,null,null,null,null
54571,null,null,null,null
54572,null,null,null,null
54573,null,null,null,null
54574,null,null,null,null
54575,null,null,null,null
54576,null,null,null,null
54577,null,null,null,null
54578,null,null,null,null
54579,null,null,null,null
54580,null,null,null,null
54581,null,null,null,null
54582,null,null,null,null
54583,null,null,null,null
54584,null,null,null,null
54585,null,null,null,null
54586,null,null,null,null
54587,null,null,null,null
54588,null,null,null,null
54589,null,null,null,null
54590,null,null,null,null
54591,null,null,null,null
54592,null,null,null,null
54593,null,null,null,null
54594,null,null,null,null
54595,null,null,null,null
54596,null,null,null,null
54597,null,null,null,null
54598,null,null,null,null
54599,null,null,null,null
54600,null,null,null,null
54601,null,null,null,null
54602,null,null,null,null
54603,null,null,null,null
54604,null,null,null,null
54605,null,null,null,null
54606,null,null,null,null
54607,null,null,null,null
54608,null,null,null,null
54609,null,null,null,null
54610,null,null,null,null
54611,null,null,null,null
54612,null,null,null,null
54613,null,null,null,null
54614,null,null,null,null
54615,null,null,null,null
54616,null,null,null,null
54617,null,null,null,null
54618,null,null,null,null
54619,null,null,null,null
54620,null,null,null,null
54621,null,null,null,null
54622,null,null,null,null
54623,null,null,null,null
54624,null,null,null,null
54625,null,null,null,null
54626,null,null,null,null
54627,null,null,null,null
54628,null,null,null,null
54629,null,null,null,null
54630,null,null,null,null
54631,null,null,null,null
54632,null,null,null,null
54633,null,null,null,null
54634,null,null,null,null
54635,null,null,null,null
54636,null,null,null,null
54637,null,null,null,null
54638,null,null,null,null
54639,null,null,null,null
54640,null,null,null,null
54641,null,null,null,null
54642,null,null,null,null
54643,null,null,null,null
54644,null,null,null,null
54645,null,null,null,null
54646,null,null,null,null
54647,null,null,null,null
54648,null,null,null,null
54649,null,null,null,null
54650,null,null,null,null
54651,null,null,null,null
54652,null,null,null,null
54653,null,null,null,null
54654,null,null,null,null
54655,null,null,null,null
54656,null,null,null,null
54657,null,null,null,null
54658,null,null,null,null
54659,null,null,null,null
54660,null,null,null,null
54661,null,null,null,null
54662,null,null,null,null
54663,null,null,null,null
54664,null,null,null,null
54665,null,null,null,null
54666,null,null,null,null
54667,null,null,null,null
54668,null,null,null,null
54669,null,null,null,null
54670,null,null,null,null
54671,null,null,null,null
54672,null,null,null,null
54673,null,null,null,null
54674,null,null,null,null
54675,null,null,null,null
54676,null,null,null,null
54677,null,null,null,null
54678,null,null,null,null
54679,null,null,null,null
54680,null,null,null,null
54681,null,null,null,null
54682,null,null,null,null
54683,null,null,null,null
54684,null,null,null,null
54685,null,null,null,null
54686,null,null,null,null
54687,null,null,null,null
54688,null,null,null,null
54689,null,null,null,null
54690,null,null,null,null
54691,null,null,null,null
54692,null,null,null,null
54693,null,null,null,null
54694,null,null,null,null
54695,null,null,null,null
54696,null,null,null,null
54697,null,null,null,null
54698,null,null,null,null
54699,null,null,null,null
54700,null,null,null,null
54701,null,null,null,null
54702,null,null,null,null
54703,null,null,null,null
54704,null,null,null,null
54705,null,null,null,null
54706,null,null,null,null
54707,null,null,null,null
54708,null,null,null,null
54709,null,null,null,null
54710,null,null,null,null
54711,null,null,null,null
54712,null,null,null,null
54713,null,null,null,null
54714,null,null,null,null
54715,null,null,null,null
54716,null,null,null,null
54717,null,null,null,null
54718,null,null,null,null
54719,null,null,null,null
54720,null,null,null,null
54721,null,null,null,null
54722,null,null,null,null
54723,null,null,null,null
54724,null,null,null,null
54725,null,null,null,null
54726,null,null,null,null
54727,null,null,null,null
54728,null,null,null,null
54729,null,null,null,null
54730,null,null,null,null
54731,null,null,null,null
54732,null,null,null,null
54733,null,null,null,null
54734,null,null,null,null
54735,null,null,null,null
54736,null,null,null,null
54737,null,null,null,null
54738,null,null,null,null
54739,null,null,null,null
54740,null,null,null,null
54741,null,null,null,null
54742,null,null,null,null
54743,null,null,null,null
54744,null,null,null,null
54745,null,null,null,null
54746,null,null,null,null
54747,null,null,null,null
54748,null,null,null,null
54749,null,null,null,null
54750,null,null,null,null
54751,null,null,null,null
54752,null,null,null,null
54753,null,null,null,null
54754,null,null,null,null
54755,null,null,null,null
54756,null,null,null,null
54757,null,null,null,null
54758,null,null,null,null
54759,null,null,null,null
54760,null,null,null,null
54761,null,null,null,null
54762,null,null,null,null
54763,null,null,null,null
54764,null,null,null,null
54765,null,null,null,null
54766,null,null,null,null
54767,null,null,null,null
54768,null,null,null,null
54769,null,null,null,null
54770,null,null,null,null
54771,null,null,null,null
54772,null,null,null,null
54773,null,null,null,null
54774,null,null,null,null
54775,null,null,null,null
54776,null,null,null,null
54777,null,null,null,null
54778,null,null,null,null
54779,null,null,null,null
54780,null,null,null,null
54781,null,null,null,null
54782,null,null,null,null
54783,null,null,null,null
54784,null,null,null,null
54785,null,null,null,null
54786,null,null,null,null
54787,null,null,null,null
54788,null,null,null,null
54789,null,null,null,null
54790,null,null,null,null
54791,null,null,null,null
54792,null,null,null,null
54793,null,null,null,null
54794,null,null,null,null
54795,null,null,null,null
54796,null,null,null,null
54797,null,null,null,null
54798,null,null,null,null
54799,null,null,null,null
54800,null,null,null,null
54801,null,null,null,null
54802,null,null,null,null
54803,null,null,null,null
54804,null,null,null,null
54805,null,null,null,null
54806,null,null,null,null
54807,null,null,null,null
54808,null,null,null,null
54809,null,null,null,null
54810,null,null,null,null
54811,null,null,null,null
54812,null,null,null,null
54813,null,null,null,null
54814,null,null,null,null
54815,null,null,null,null
54816,null,null,null,null
54817,null,null,null,null
54818,null,null,null,null
54819,null,null,null,null
54820,null,null,null,null
54821,null,null,null,null
54822,null,null,null,null
54823,null,null,null,null
54824,null,null,null,null
54825,null,null,null,null
54826,null,null,null,null
54827,null,null,null,null
54828,null,null,null,null
54829,null,null,null,null
54830,null,null,null,null
54831,null,null,null,null
54832,null,null,null,null
54833,null,null,null,null
54834,null,null,null,null
54835,null,null,null,null
54836,null,null,null,null
54837,null,null,null,null
54838,null,null,null,null
54839,null,null,null,null
54840,null,null,null,null
54841,null,null,null,null
54842,null,null,null,null
54843,null,null,null,null
54844,null,null,null,null
54845,null,null,null,null
54846,null,null,null,null
54847,null,null,null,null
54848,null,null,null,null
54849,null,null,null,null
54850,null,null,null,null
54851,null,null,null,null
54852,null,null,null,null
54853,null,null,null,null
54854,null,null,null,null
54855,null,null,null,null
54856,null,null,null,null
54857,null,null,null,null
54858,null,null,null,null
54859,null,null,null,null
54860,null,null,null,null
54861,null,null,null,null
54862,null,null,null,null
54863,null,null,null,null
54864,null,null,null,null
54865,null,null,null,null
54866,null,null,null,null
54867,null,null,null,null
54868,null,null,null,null
54869,null,null,null,null
54870,null,null,null,null
54871,null,null,null,null
54872,null,null,null,null
54873,null,null,null,null
