Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
plasma.hafnium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaHafnium@0,铪等离子体单元,miscutils:itemCellPlasmaHafnium
plasma.helium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31004,氦等离子体单元,gregtech:gt.metaitem.01
plasma.holmium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31074,钬等离子体单元,gregtech:gt.metaitem.01
plasma.hydrogen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31001,氢等离子体单元,gregtech:gt.metaitem.01
plasma.hypogen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaHypogen@0,海珀珍等离子体单元,miscutils:itemCellPlasmaHypogen
plasma.ichorium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31978,灵宝等离子体单元,gregtech:gt.metaitem.01
plasma.indium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31056,铟等离子体单元,gregtech:gt.metaitem.01
plasma.infinity,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31397,无尽等离子体单元,gregtech:gt.metaitem.01
plasma.iodine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaIodine@0,碘等离子体单元,miscutils:itemCellPlasmaIodine
plasma.iron,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31032,铁等离子体单元,gregtech:gt.metaitem.01
plasma.krypton,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaKrypton@0,氪等离子体单元,miscutils:itemCellPlasmaKrypton
plasma.lanthanum,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31064,镧等离子体单元,gregtech:gt.metaitem.01
plasma.lead,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31089,铅等离子体单元,gregtech:gt.metaitem.01
plasma.lithium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31006,锂等离子体单元,gregtech:gt.metaitem.01
plasma.lutetium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31078,镥等离子体单元,gregtech:gt.metaitem.01
plasma.magnesium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31018,镁等离子体单元,gregtech:gt.metaitem.01
plasma.manganese,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31031,锰等离子体单元,gregtech:gt.metaitem.01
plasma.mercury,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31087,汞等离子体单元,gregtech:gt.metaitem.01
plasma.meteoriciron,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31340,陨铁等离子体单元,gregtech:gt.metaitem.01
plasma.molybdenum,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31048,钼等离子体单元,gregtech:gt.metaitem.01
plasma.naquadria,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31327,超能硅岩等离子体单元,gregtech:gt.metaitem.01
plasma.neodymium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31067,钕等离子体单元,gregtech:gt.metaitem.01
plasma.neon,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaNeon@0,氖等离子体单元,miscutils:itemCellPlasmaNeon
plasma.neptunium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaNeptunium@0,镎等离子体单元,miscutils:itemCellPlasmaNeptunium
plasma.neutronium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31129,中子等离子体单元,gregtech:gt.metaitem.01
plasma.nickel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31034,镍等离子体单元,gregtech:gt.metaitem.01
plasma.niobium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31047,铌等离子体单元,gregtech:gt.metaitem.01
plasma.nitrogen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31012,氮等离子体单元,gregtech:gt.metaitem.01
plasma.oriharukon,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31393,奥利哈钢等离子体单元,gregtech:gt.metaitem.01
plasma.oxygen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31013,氧等离子体单元,gregtech:gt.metaitem.01
plasma.palladium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31052,钯等离子体单元,gregtech:gt.metaitem.01
plasma.phosphorus,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31021,磷等离子体单元,gregtech:gt.metaitem.01
plasma.plutonium238,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaPlutonium238@0,钚-238等离子体单元,miscutils:itemCellPlasmaPlutonium238
plasma.plutonium241,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31101,钚-241等离子体单元,gregtech:gt.metaitem.01
plasma.polonium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaPolonium@0,钋等离子体单元,miscutils:itemCellPlasmaPolonium
plasma.potassium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31025,钾等离子体单元,gregtech:gt.metaitem.01
plasma.praseodymium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31066,镨等离子体单元,gregtech:gt.metaitem.01
plasma.promethium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31068,钷等离子体单元,gregtech:gt.metaitem.01
plasma.protactinium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaProtactinium@0,镤等离子体单元,miscutils:itemCellPlasmaProtactinium
plasma.radium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaRadium@0,镭等离子体单元,miscutils:itemCellPlasmaRadium
plasma.radon,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31093,氡等离子体单元,gregtech:gt.metaitem.01
plasma.redstone,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31810,红石等离子体单元,gregtech:gt.metaitem.01
plasma.rhenium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaRhenium@0,铼等离子体单元,miscutils:itemCellPlasmaRhenium
plasma.rhodium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaRhodium@0,铑等离子体单元,miscutils:itemCellPlasmaRhodium
plasma.rhugnor,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaRhugnor@0,鲁格诺等离子体单元,miscutils:itemCellPlasmaRhugnor
plasma.rubidium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31043,铷等离子体单元,gregtech:gt.metaitem.01
plasma.runite,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaRunite@0,虚恩等离子体单元,miscutils:itemCellPlasmaRunite
plasma.ruthenium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaRuthenium@0,钌等离子体单元,miscutils:itemCellPlasmaRuthenium
plasma.samarium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31069,钐等离子体单元,gregtech:gt.metaitem.01
plasma.selenium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaSelenium@0,硒等离子体单元,miscutils:itemCellPlasmaSelenium
plasma.silicon,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31020,生硅等离子体单元,gregtech:gt.metaitem.01
plasma.silver,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31054,银等离子体单元,gregtech:gt.metaitem.01
plasma.sixphasedcopper,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31147,六相铜等离子体单元,gregtech:gt.metaitem.01
plasma.sodium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31017,钠等离子体单元,gregtech:gt.metaitem.01
plasma.strontium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31044,锶等离子体单元,gregtech:gt.metaitem.01
plasma.sulfur,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31022,硫等离子体单元,gregtech:gt.metaitem.01
plasma.tantalum,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31080,钽等离子体单元,gregtech:gt.metaitem.01
plasma.technetium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaTechnetium@0,锝等离子体单元,miscutils:itemCellPlasmaTechnetium
plasma.tellurium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31059,碲等离子体单元,gregtech:gt.metaitem.01
plasma.terbium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31072,铽等离子体单元,gregtech:gt.metaitem.01
plasma.thallium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaThallium@0,铊等离子体单元,miscutils:itemCellPlasmaThallium
plasma.thorium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31096,钍等离子体单元,gregtech:gt.metaitem.01
plasma.thorium232,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaThorium232@0,钍-232等离子体单元,miscutils:itemCellPlasmaThorium232
plasma.thulium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31076,铥等离子体单元,gregtech:gt.metaitem.01
plasma.tin,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31057,锡等离子体单元,gregtech:gt.metaitem.01
plasma.titanium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31028,钛等离子体单元,gregtech:gt.metaitem.01
plasma.tritanium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31329,三钛等离子体单元,gregtech:gt.metaitem.01
plasma.tritium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31003,氚等离子体单元,gregtech:gt.metaitem.01
plasma.tungsten,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31081,钨等离子体单元,gregtech:gt.metaitem.01
plasma.uranium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31098,铀-238等离子体单元,gregtech:gt.metaitem.01
plasma.uranium232,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaUranium232@0,铀-232等离子体单元,miscutils:itemCellPlasmaUranium232
plasma.uranium233,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaUranium233@0,铀-233等离子体单元,miscutils:itemCellPlasmaUranium233
plasma.uranium235,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31097,铀-235等离子体单元,gregtech:gt.metaitem.01
plasma.vanadium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31029,钒等离子体单元,gregtech:gt.metaitem.01
plasma.xenon,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaXenon@0,氙等离子体单元,miscutils:itemCellPlasmaXenon
plasma.ytterbium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31077,镱等离子体单元,gregtech:gt.metaitem.01
plasma.yttrium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31045,钇等离子体单元,gregtech:gt.metaitem.01
plasma.zinc,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@31036,锌等离子体单元,gregtech:gt.metaitem.01
plasma.zirconium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellPlasmaZirconium@0,锆等离子体单元,miscutils:itemCellPlasmaZirconium
platinum concentrate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@44,浓缩铂单元,bartworks:gt.bwMetaGeneratedcell
platinum.molten,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.tconstruct.bucket@20,桶装熔融铂金,TConstruct:buckets
platinum.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,黏土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@20,黏土桶(熔融铂),IguanaTweaksTConstruct:clayBucketsTinkers
ployamic acid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@25042,聚酰胺酸（PAA）单元,bartworks:gt.bwMetaGeneratedcell
plutonium based liquid fuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10010,钚基流体燃料单元,bartworks:gt.bwMetaGeneratedcell
plutonium based liquid fuel (depleted),1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10012,钚基流体燃料(枯竭的)单元,bartworks:gt.bwMetaGeneratedcell
plutonium based liquid fuel (excited state),1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10011,钚基流体燃料(激发态)单元,bartworks:gt.bwMetaGeneratedcell
poison,1000,1xitem.misc@8,玻璃罐,Genetics:misc,1xitem.containerCylinder@65,毒液玻璃罐,BinnieCore:containerCylinder
poison,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@13,毒液魔力胶囊,MagicBees:capsule.magic
poison,1000,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.containerGlass@65,毒液瓶,BinnieCore:containerGlass
poison,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@13,毒液虚空胶囊,MagicBees:capsule.void
poison,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.containerBucket@65,毒液桶,BinnieCore:containerBucket
poison,1000,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xitem.containerRefractory@65,毒液耐火胶囊,BinnieCore:containerRefractory
poison,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xitem.containerCapsule@65,毒液胶囊,BinnieCore:containerCapsule
poison,1000,1xitem.for.canEmpty@0,罐,Forestry:canEmpty,1xitem.containerCan@65,毒液胶囊,BinnieCore:containerCan
poison,1000,1xitem.iguana.tcon.clayBucketFired@0,黏土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket.poison@0,黏土桶(毒液),IguanaTweaksTConstruct:clayBucketPoison
poisonousslurry,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30191,毒性泥浆单元,gregtech:gt.metaitem.01
pollution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@21,污染单元,gregtech:gt.metaitem.98
polyaluminiumchloride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30566,聚氯化铝单元,gregtech:gt.metaitem.01
polymerase,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@17,聚合酶单元,gregtech:gt.metaitem.98
polyurethane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.polyurethane@0,聚氨酯单元,miscutils:polyurethane
polyurethaneresin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30784,聚氨酯树脂单元,gregtech:gt.metaitem.01
polyvinylacetate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30680,聚乙酸乙烯酯单元,gregtech:gt.metaitem.01
poornetherwaste,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30123,贫瘠下界废水单元,gregtech:gt.metaitem.01
post process be waste,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@25124,后处理铍废液单元,bartworks:gt.bwMetaGeneratedcell
potassium permanganate solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11044,高锰酸钾溶液单元,bartworks:gt.bwMetaGeneratedcell
potion.alcopops,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32134,波普甜酒,gregtech:gt.metaitem.02
potion.applejuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32125,苹果汁,gregtech:gt.metaitem.02
potion.awkward,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16,粗制的 药水,minecraft:potion
potion.beer,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32119,啤酒,gregtech:gt.metaitem.02
potion.cavejohnsonsgrenadejuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32135,约翰逊的炸弹柠檬汁,gregtech:gt.metaitem.02
potion.chillysauce,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32120,辣酱,gregtech:gt.metaitem.02
potion.chocolatemilk,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32006,巧克力牛奶,gregtech:gt.metaitem.02
potion.cider,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32126,苹果酒,gregtech:gt.metaitem.02
potion.coffee,500,1xitem.cropsnh:mug@0,石杯,cropsnh:mug,1xitem.cropsnh:mug@2,深度烘焙咖啡,cropsnh:mug
potion.coffee,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32000,咖啡,gregtech:gt.metaitem.02
potion.damage,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8204,伤害药水,minecraft:potion
potion.damage.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16396,喷溅型 伤害药水,minecraft:potion
potion.damage.strong,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8236,伤害药水,minecraft:potion
potion.damage.strong.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16428,喷溅型 伤害药水,minecraft:potion
potion.darkbeer,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32113,黑啤,gregtech:gt.metaitem.02
potion.darkchocolatemilk,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32005,黑巧克力奶,gregtech:gt.metaitem.02
potion.diablosauce,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32123,恐惧辣酱,gregtech:gt.metaitem.02
potion.diablosauce.strong,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32124,祖传配方秘制而成的恐惧辣酱,gregtech:gt.metaitem.02
potion.diabolosauce,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32122,恶魔辣酱,gregtech:gt.metaitem.02
potion.dragonblood,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32114,龙血,gregtech:gt.metaitem.02
potion.fireresistance,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8195,抗火药水,minecraft:potion
potion.fireresistance.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8259,抗火药水,minecraft:potion
potion.fireresistance.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16451,喷溅型 抗火药水,minecraft:potion
potion.fireresistance.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16387,喷溅型 抗火药水,minecraft:potion
potion.glenmckenner,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32117,格伦·麦肯纳,gregtech:gt.metaitem.02
potion.goldenapplejuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32127,金苹果汁,gregtech:gt.metaitem.02
potion.goldencider,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32128,金苹果酒,gregtech:gt.metaitem.02
potion.grapejuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32101,葡萄汁,gregtech:gt.metaitem.02
potion.health,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8197,治疗药水,minecraft:potion
potion.health.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16389,喷溅型 治疗药水,minecraft:potion
potion.health.strong,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8229,治疗药水,minecraft:potion
potion.health.strong.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16421,喷溅型 治疗药水,minecraft:potion
potion.hopsjuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32112,啤酒花汁,gregtech:gt.metaitem.02
potion.hotsauce,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32121,红辣酱,gregtech:gt.metaitem.02
potion.icetea,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32009,冰红茶,gregtech:gt.metaitem.02
potion.idunsapplejuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32129,青春苹果汁,gregtech:gt.metaitem.02
potion.invisibility,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8206,隐身药水,minecraft:potion
potion.invisibility.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8270,隐身药水,minecraft:potion
potion.invisibility.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16462,喷溅型 隐身药水,minecraft:potion
potion.invisibility.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16398,喷溅型 隐身药水,minecraft:potion
potion.latte,500,1xitem.cropsnh:mug@0,石杯,cropsnh:mug,1xitem.cropsnh:mug@3,咖啡,cropsnh:mug
potion.latte,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32002,拿铁,gregtech:gt.metaitem.02
potion.lemonade,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32133,柠檬汽水,gregtech:gt.metaitem.02
potion.lemonjuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32131,柠檬汁,gregtech:gt.metaitem.02
potion.leninade,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32106,列宁柠檬汁,gregtech:gt.metaitem.02
potion.limoncello,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32132,意大利柠檬甜酒,gregtech:gt.metaitem.02
potion.mineralwater,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32107,矿泉水,gregtech:gt.metaitem.02
potion.mundane,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@64,平凡的 药水,minecraft:potion
potion.nightvision,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8198,夜视药水,minecraft:potion
potion.nightvision.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8262,夜视药水,minecraft:potion
potion.nightvision.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16454,喷溅型 夜视药水,minecraft:potion
potion.nightvision.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16390,喷溅型 夜视药水,minecraft:potion
potion.notchesbrew,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32130,附魔金苹果之酿,gregtech:gt.metaitem.02
potion.piratebrew,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32111,海盗之酿,gregtech:gt.metaitem.02
potion.poison,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8196,剧毒药水,minecraft:potion
potion.poison.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8260,剧毒药水,minecraft:potion
potion.poison.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16452,喷溅型 剧毒药水,minecraft:potion
potion.poison.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16388,喷溅型 剧毒药水,minecraft:potion
potion.poison.strong,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8228,剧毒药水,minecraft:potion
potion.poison.strong,750,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xitem.cropsnh:weedEX@0,除草剂,cropsnh:weedEX
potion.poison.strong.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16420,喷溅型 剧毒药水,minecraft:potion
potion.potatojuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32104,土豆汁,gregtech:gt.metaitem.02
