ItemStack Display Name,Item Unlocalized Name,Item Numerical ID,Meta,Aspect List
导电铁锭,gt.metaitem.01.11369,7665,11369,2xPotentia;1xMachina;4xMetallum
暗影金属锭,gt.metaitem.01.11368,7665,11368,1xMetallum
脉冲合金锭,gt.metaitem.01.11367,7665,11367,4xAlienis;2xPraecantatio;4xIter;1xSensus;2xLux;2xPotentia;1xMachina;3xMetallum;2xLucrum
充能合金锭,gt.metaitem.01.11366,7665,11366,1xSensus;2xLux;2xPotentia;1xMachina;3xMetallum;2xLucrum
磁钢锭,gt.metaitem.01.11365,7665,11365,2xPotentia;3xIgnis;4xMetallum;1xOrdo;1xSensus
玄钢锭,gt.metaitem.01.11364,7665,11364,4xMetallum;2xPotentia;4xIgnis;2xTerra;1xTenebrae
锡铁合金锭,gt.metaitem.01.11363,7665,11363,3xMetallum;1xInstrumentum
骑士金属锭,gt.metaitem.01.11362,7665,11362,3xMetallum;1xLucrum
二氧化铬锭,gt.metaitem.01.11361,7665,11361,3xMetallum;1xMachina
铌钛合金锭,gt.metaitem.01.11360,7665,11360,1xMetallum
氮化铌锭,gt.metaitem.01.11359,7665,11359,1xMetallum
钇钡铜氧合金锭,gt.metaitem.01.11358,7665,11358,1xMetallum
钒镓合金锭,gt.metaitem.01.11357,7665,11357,1xMetallum
磁化钕锭,gt.metaitem.01.11356,7665,11356,2xMetallum;3xMagneto
磁化钢锭,gt.metaitem.01.11355,7665,11355,2xMetallum;1xOrdo;1xMagneto
磁化铁锭,gt.metaitem.01.11354,7665,11354,3xMetallum;1xMagneto
铋青铜锭,gt.metaitem.01.11353,7665,11353,1xMetallum
黑青铜锭,gt.metaitem.01.11352,7665,11352,1xMetallum
玫瑰金锭,gt.metaitem.01.11351,7665,11351,1xMetallum
标准纯银锭,gt.metaitem.01.11350,7665,11350,1xMetallum
蓝钢锭,gt.metaitem.01.11349,7665,11349,1xMetallum
红钢锭,gt.metaitem.01.11348,7665,11348,1xMetallum
炽热的钢锭,gt.metaitem.01.11346,7665,11346,1xMetallum;3xPraecantatio;3xIgnis;3xCorpus
退火铜锭,gt.metaitem.01.11345,7665,11345,1xMetallum
哈氏合金锭,gt.metaitem.01.11344,7665,11344,1xMetallum
钴黄铜锭,gt.metaitem.01.11343,7665,11343,1xMetallum
玄铁锭,gt.metaitem.01.11342,7665,11342,1xMetallum
陨钢锭,gt.metaitem.01.11341,7665,11341,3xMetallum;1xMagneto;1xOrdo
陨铁锭,gt.metaitem.01.11340,7665,11340,3xMetallum;1xMagneto
钢叶,gt.metaitem.01.11339,7665,11339,3xMetallum;2xHerba;1xPraecantatio
铁木锭,gt.metaitem.01.11338,7665,11338,1xMetallum
暗影钢锭,gt.metaitem.01.11337,7665,11337,1xMetallum
暗影铁锭,gt.metaitem.01.11336,7665,11336,1xMetallum
大马士革钢锭,gt.metaitem.01.11335,7665,11335,1xMetallum
黑钢锭,gt.metaitem.01.11334,7665,11334,1xMetallum
星辰银锭,gt.metaitem.01.11333,7665,11333,1xMetallum
秘银锭,gt.metaitem.01.11331,7665,11331,1xMetallum
神秘锭,gt.metaitem.01.11330,7665,11330,3xMetallum;1xPraecantatio
三钛锭,gt.metaitem.01.11329,7665,11329,3xMetallum;2xOrdo
铿铀锭,gt.metaitem.01.11328,7665,11328,1xMetallum
超能硅岩锭,gt.metaitem.01.11327,7665,11327,5xMetallum;3xRadio;3xNebrisum
富集硅岩锭,gt.metaitem.01.11326,7665,11326,4xMetallum;2xRadio;2xNebrisum
硅岩合金锭,gt.metaitem.01.11325,7665,11325,5xMetallum;1xNebrisum
硅岩锭,gt.metaitem.01.11324,7665,11324,4xMetallum;1xRadio;1xNebrisum
注魔金锭,gt.metaitem.01.11323,7665,11323,1xMetallum
末影（te）锭,gt.metaitem.01.11321,7665,11321,3xMetallum;1xAlienis
通流琥珀金锭,gt.metaitem.01.11320,7665,11320,1xMetallum
精金锭,gt.metaitem.01.11319,7665,11319,1xMetallum
阳光化合物锭,gt.metaitem.01.11318,7665,11318,1xMetallum
铱锇合金锭,gt.metaitem.01.11317,7665,11317,1xMetallum
钨钢锭,gt.metaitem.01.11316,7665,11316,1xMetallum
电池合金锭,gt.metaitem.01.11315,7665,11315,1xMetallum
焊锡锭,gt.metaitem.01.11314,7665,11314,1xMetallum
镁铝合金锭,gt.metaitem.01.11313,7665,11313,1xMetallum
坎塔尔合金锭,gt.metaitem.01.11312,7665,11312,1xMetallum
镍铬合金锭,gt.metaitem.01.11311,7665,11311,1xMetallum
白铜锭,gt.metaitem.01.11310,7665,11310,1xMetallum
蓝色合金锭,gt.metaitem.01.11309,7665,11309,1xMetallum;3xElectrum
红色合金锭,gt.metaitem.01.11308,7665,11308,1xMetallum;3xMachina
生铁锭,gt.metaitem.01.11307,7665,11307,1xMetallum
不锈钢锭,gt.metaitem.01.11306,7665,11306,1xMetallum
钢锭,gt.metaitem.01.11305,7665,11305,3xMetallum;1xOrdo
铸铁锭,gt.metaitem.01.11304,7665,11304,1xMetallum
琥珀金锭,gt.metaitem.01.11303,7665,11303,1xMetallum
殷钢锭,gt.metaitem.01.11302,7665,11302,3xMetallum;1xGelum
黄铜锭,gt.metaitem.01.11301,7665,11301,3xMetallum;1xInstrumentum
青铜锭,gt.metaitem.01.11300,7665,11300,3xMetallum;1xInstrumentum
洗净的钙铝榴石矿石,gt.metaitem.01.6831,7665,6831,1xPerfodio
中立合金锭,gt.metaitem.01.11190,7665,11190,1xMetallum
静寂合金锭,gt.metaitem.01.11189,7665,11189,1xMetallum
咒源玄晶锭,gt.metaitem.01.11174,7665,11174,1xMetallum
海晶硅岩锭,gt.metaitem.01.11163,7665,11163,1xMetallum
超然恒坚钢锭,gt.metaitem.01.11157,7665,11157,1xMetallum
热超然恒坚钢锭,gt.metaitem.01.11156,7665,11156,1xMetallum
原初恒坚钢锭,gt.metaitem.01.11154,7665,11154,1xMetallum
热原初恒坚钢锭,gt.metaitem.01.11153,7665,11153,1xMetallum
创律合金锭,gt.metaitem.01.11149,7665,11149,1xMetallum;1xSensus
灿茶合金锭,gt.metaitem.01.11148,7665,11148,1xMetallum;1xSensus
六相铜锭,gt.metaitem.01.11147,7665,11147,1xMetallum;1xIter
磁物质锭,gt.metaitem.01.11143,7665,11143,1xMetallum;1xAqua
永恒锭,gt.metaitem.01.11141,7665,11141,1xMetallum;1xAqua
宇宙素锭,gt.metaitem.01.11139,7665,11139,1xMetallum;1xAqua
UMV超导粗胚锭,gt.metaitem.01.11134,7665,11134,1xMetallum;40xElectrum
下界合金锭,gt.metaitem.01.11132,7665,11132,1xMetallum
UIV超导粗胚锭,gt.metaitem.01.11131,7665,11131,1xMetallum;34xElectrum
中子锭,gt.metaitem.01.11129,7665,11129,5xMetallum;3xVitreus;2xAlienis
地狱金属锭,gt.metaitem.01.11125,7665,11125,1xMetallum
谐镃锭,gt.metaitem.01.11112,7665,11112,1xMetallum;4xMagneto;1xElectrum
纯镃锭,gt.metaitem.01.11111,7665,11111,1xMetallum;2xMagneto;2xElectrum
镅锭,gt.metaitem.01.11103,7665,11103,3xMetallum;1xRadio
钚-241锭,gt.metaitem.01.11101,7665,11101,3xMetallum;3xRadio
钚-239锭,gt.metaitem.01.11100,7665,11100,3xMetallum;2xRadio
铀-238锭,gt.metaitem.01.11098,7665,11098,2xMetallum;2xVenenum;2xPotentia
铀-235锭,gt.metaitem.01.11097,7665,11097,3xMetallum;2xRadio
钍锭,gt.metaitem.01.11096,7665,11096,3xMetallum;1xRadio
铋锭,gt.metaitem.01.11090,7665,11090,3xMetallum;1xInstrumentum
铅锭,gt.metaitem.01.11089,7665,11089,3xMetallum;1xOrdo
铂锭,gt.metaitem.01.11085,7665,11085,3xMetallum;1xNebrisum
铱锭,gt.metaitem.01.11084,7665,11084,3xMetallum;1xMachina
锇锭,gt.metaitem.01.11083,7665,11083,3xMetallum;1xMachina;1xNebrisum
钨锭,gt.metaitem.01.11081,7665,11081,4xMetallum;1xTutamen
钽锭,gt.metaitem.01.11080,7665,11080,3xMetallum;1xVinculum
镥锭,gt.metaitem.01.11078,7665,11078,3xMetallum;1xRadio
镱锭,gt.metaitem.01.11077,7665,11077,3xMetallum;1xRadio
铥锭,gt.metaitem.01.11076,7665,11076,3xMetallum;1xRadio
铒锭,gt.metaitem.01.11075,7665,11075,3xMetallum;1xRadio
钬锭,gt.metaitem.01.11074,7665,11074,3xMetallum;1xRadio
镝锭,gt.metaitem.01.11073,7665,11073,4xMetallum
铽锭,gt.metaitem.01.11072,7665,11072,3xMetallum;1xRadio
钆锭,gt.metaitem.01.11071,7665,11071,3xMetallum;1xRadio
铕锭,gt.metaitem.01.11070,7665,11070,3xMetallum;1xRadio
钐锭,gt.metaitem.01.11069,7665,11069,3xMetallum;1xRadio;10xMagneto
钷锭,gt.metaitem.01.11068,7665,11068,3xMetallum;1xRadio
钕锭,gt.metaitem.01.11067,7665,11067,3xMetallum;2xMagneto
镨锭,gt.metaitem.01.11066,7665,11066,3xMetallum;1xRadio
铈锭,gt.metaitem.01.11065,7665,11065,3xMetallum;1xRadio
镧锭,gt.metaitem.01.11064,7665,11064,3xMetallum;1xRadio
钡锭,gt.metaitem.01.11063,7665,11063,1xMetallum;3xVinculum
铯锭,gt.metaitem.01.11062,7665,11062,3xMetallum;1xRadio
碲锭,gt.metaitem.01.11059,7665,11059,3xMetallum;1xRadio
锑锭,gt.metaitem.01.11058,7665,11058,3xMetallum;1xAqua
锡锭,gt.metaitem.01.11057,7665,11057,3xMetallum;1xVitreus
铟锭,gt.metaitem.01.11056,7665,11056,3xMetallum;1xRadio
银锭,gt.metaitem.01.11054,7665,11054,3xMetallum;1xLucrum
钯锭,gt.metaitem.01.11052,7665,11052,4xMetallum
钼锭,gt.metaitem.01.11048,7665,11048,3xMetallum;1xInstrumentum
铌锭,gt.metaitem.01.11047,7665,11047,3xMetallum;1xElectrum
钇锭,gt.metaitem.01.11045,7665,11045,3xMetallum;1xRadio
锶锭,gt.metaitem.01.11044,7665,11044,3xMetallum;1xStrontio
铷锭,gt.metaitem.01.11043,7665,11043,3xMetallum;1xVitreus
离心秘银矿石,gt.metaitem.01.7331,7665,7331,1xPerfodio
砷锭,gt.metaitem.01.11039,7665,11039,1xMetallum;3xVenenum
镓锭,gt.metaitem.01.11037,7665,11037,3xMetallum;1xElectrum
锌锭,gt.metaitem.01.11036,7665,11036,3xMetallum;1xSano
铜锭,gt.metaitem.01.11035,7665,11035,3xMetallum;1xPermutatio
镍锭,gt.metaitem.01.11034,7665,11034,3xMetallum;1xIgnis
钴锭,gt.metaitem.01.11033,7665,11033,3xMetallum;1xInstrumentum
锰锭,gt.metaitem.01.11031,7665,11031,4xMetallum
铬锭,gt.metaitem.01.11030,7665,11030,3xMetallum;1xMachina
钒锭,gt.metaitem.01.11029,7665,11029,3xMetallum;1xRadio
钛锭,gt.metaitem.01.11028,7665,11028,3xMetallum;1xTutamen
钪锭,gt.metaitem.01.11027,7665,11027,3xMetallum;1xRadio
钾锭,gt.metaitem.01.11025,7665,11025,1xMetallum;1xVitreus;1xPotentia
离心陨铁矿石,gt.metaitem.01.7340,7665,7340,1xPerfodio;2xMetallum;1xMagneto
生硅锭,gt.metaitem.01.11020,7665,11020,3xMetallum;1xTenebrae
铝锭,gt.metaitem.01.11019,7665,11019,3xMetallum;1xVolatus
镁锭,gt.metaitem.01.11018,7665,11018,3xMetallum;1xSano
碳锭,gt.metaitem.01.11010,7665,11010,1xMetallum;1xVitreus;1xIgnis
离心火石矿石,gt.metaitem.01.7347,7665,7347,1xPerfodio
铍锭,gt.metaitem.01.11008,7665,11008,3xMetallum;1xLucrum
锂锭,gt.metaitem.01.11006,7665,11006,1xMetallum;1xVitreus;2xPotentia
小撮硅藻土粉,gt.metaitem.01.948,7665,948,1xPerditio
洁净幽冥剧毒结晶粉,gt.metaitem.01.4951,7665,4951,1xPerditio
小堆碳粉,gt.metaitem.01.1010,7665,1010,1xPerditio
小堆锌粉,gt.metaitem.01.1036,7665,1036,1xPerditio
四重铱锇合金板,gt.metaitem.01.20317,7665,20317,1xFabrico
离心双锂矿石,gt.metaitem.01.7515,7665,7515,1xPerfodio
离心独居石矿石,gt.metaitem.01.7520,7665,7520,1xPerfodio
四重高速钢-G板,gt.metaitem.01.20372,7665,20372,1xFabrico
四重高速钢-S板,gt.metaitem.01.20374,7665,20374,1xFabrico
粉碎的镁矿石,gt.metaitem.01.5018,7665,5018,1xPerfodio;2xMetallum;1xSano
离心黄石榴石矿石,gt.metaitem.01.7528,7665,7528,1xPerfodio;3xVitreus
离心钾硝石矿石,gt.metaitem.01.7531,7665,7531,1xPerfodio
四重深空秘银板,gt.metaitem.01.20387,7665,20387,1xFabrico
四重黑钚板,gt.metaitem.01.20388,7665,20388,1xFabrico
四重深铅板,gt.metaitem.01.20390,7665,20390,1xFabrico
粉碎的钪矿石,gt.metaitem.01.5027,7665,5027,1xPerfodio;2xMetallum;1xRadio
离心水之蕴魔石,gt.metaitem.01.7543,7665,7543,1xPerfodio;1xPraecantatio;2xAqua
离心混沌蕴魔石,gt.metaitem.01.7544,7665,7544,1xPerfodio;1xPraecantatio;2xPerditio
四重无尽板,gt.metaitem.01.20397,7665,20397,1xFabrico
离心焙烧铁矿石,gt.metaitem.01.7548,7665,7548,1xPerfodio
四重旋律合金板,gt.metaitem.01.20404,7665,20404,1xFabrico
离心硫矿石,gt.metaitem.01.7022,7665,7022,1xPerfodio;1xIgnis
致密ZPM超导粗胚板,gt.metaitem.01.22992,7665,22992,1xFabrico;18xElectrum
致密LuV超导粗胚板,gt.metaitem.01.22991,7665,22991,1xFabrico;15xElectrum
致密IV超导粗胚板,gt.metaitem.01.22990,7665,22990,1xFabrico;12xElectrum
致密EV超导粗胚板,gt.metaitem.01.22989,7665,22989,1xFabrico;9xElectrum
致密HV超导粗胚板,gt.metaitem.01.22988,7665,22988,1xFabrico;6xElectrum
致密MV超导粗胚板,gt.metaitem.01.22987,7665,22987,1xFabrico;3xElectrum
致密UV超导粗胚板,gt.metaitem.01.22986,7665,22986,1xFabrico;21xElectrum
致密UHV超导粗胚板,gt.metaitem.01.22985,7665,22985,1xFabrico;24xElectrum
致密板,gt.metaitem.01.22984,7665,22984,1xFabrico;2xMetallum;3xRadio
致密宇宙中子态素板,gt.metaitem.01.22982,7665,22982,1xFabrico
致密磷化铟镓板,gt.metaitem.01.22981,7665,22981,1xFabrico
致密砷化镓板,gt.metaitem.01.22980,7665,22980,1xFabrico
致密拉多X聚合物片,gt.metaitem.01.22979,7665,22979,1xFabrico;2xHumanus
致密灵宝板,gt.metaitem.01.22978,7665,22978,1xFabrico
致密注血铁板,gt.metaitem.01.22977,7665,22977,1xFabrico;3xMetallum;1xPraecantatio
致密觉醒龙板,gt.metaitem.01.22976,7665,22976,1xFabrico
致密龙板,gt.metaitem.01.22975,7665,22975,1xFabrico
致密UEV超导粗胚板,gt.metaitem.01.22974,7665,22974,1xFabrico;27xElectrum
致密虚空金属板,gt.metaitem.01.22970,7665,22970,1xFabrico;1xVacuos
致密山铜板,gt.metaitem.01.22966,7665,22966,1xFabrico
致密熔火之石板,gt.metaitem.01.22956,7665,22956,1xFabrico
致密暗影秘银板,gt.metaitem.01.22952,7665,22952,1xFabrico
致密幽冥剧毒结晶板,gt.metaitem.01.22951,7665,22951,1xFabrico
致密雄黄板,gt.metaitem.01.22913,7665,22913,1xFabrico
致密白石棉板,gt.metaitem.01.22912,7665,22912,1xFabrico
致密戴斯板,gt.metaitem.01.22884,7665,22884,1xFabrico;2xMetallum;1xAlienis
致密橡胶片,gt.metaitem.01.22880,7665,22880,1xFabrico;2xMotus
致密聚乙烯（PE）片,gt.metaitem.01.22874,7665,22874,1xFabrico;2xMotus
致密三元金属板,gt.metaitem.01.22868,7665,22868,1xFabrico
致密太阳能级硅（多晶硅）板,gt.metaitem.01.22856,7665,22856,1xFabrico;4xMetallum;2xTenebrae
ZPM超导粗胚粒,gt.metaitem.01.9992,7665,9992,1xMetallum
LuV超导粗胚粒,gt.metaitem.01.9991,7665,9991,1xMetallum
IV超导粗胚粒,gt.metaitem.01.9990,7665,9990,1xMetallum
EV超导粗胚粒,gt.metaitem.01.9989,7665,9989,1xMetallum
HV超导粗胚粒,gt.metaitem.01.9988,7665,9988,1xMetallum
MV超导粗胚粒,gt.metaitem.01.9987,7665,9987,1xMetallum
UV超导粗胚粒,gt.metaitem.01.9986,7665,9986,1xMetallum
UHV超导粗胚粒,gt.metaitem.01.9985,7665,9985,1xMetallum
粒,gt.metaitem.01.9984,7665,9984,1xMetallum
宇宙中子态素粒,gt.metaitem.01.9982,7665,9982,1xMetallum
磷化铟镓粒,gt.metaitem.01.9981,7665,9981,1xMetallum
砷化镓粒,gt.metaitem.01.9980,7665,9980,1xMetallum
拉多X聚合物颗粒,gt.metaitem.01.9979,7665,9979,1xMetallum
灵宝粒,gt.metaitem.01.9978,7665,9978,1xMetallum
注血铁粒,gt.metaitem.01.9977,7665,9977,1xMetallum
觉醒龙粒,gt.metaitem.01.9976,7665,9976,1xMetallum
龙粒,gt.metaitem.01.9975,7665,9975,1xMetallum
UEV超导粗胚粒,gt.metaitem.01.9974,7665,9974,1xMetallum
虚空金属粒,gt.metaitem.01.9970,7665,9970,1xMetallum
山铜粒,gt.metaitem.01.9966,7665,9966,1xMetallum
熔火之石粒,gt.metaitem.01.9956,7665,9956,1xMetallum
暗影秘银粒,gt.metaitem.01.9952,7665,9952,1xMetallum
幽冥剧毒结晶粒,gt.metaitem.01.9951,7665,9951,1xMetallum
致密铝化镍板,gt.metaitem.01.22772,7665,22772,1xFabrico
致密终末板,gt.metaitem.01.22770,7665,22770,1xFabrico
玄武岩矿砂,gt.metaitem.01.2935,7665,2935,1xPerditio;2xMetallum;1xMagneto
雄黄粒,gt.metaitem.01.9913,7665,9913,1xMetallum
白石棉粒,gt.metaitem.01.9912,7665,9912,1xMetallum
蜡封木颗粒,gt.metaitem.01.9889,7665,9889,1xMetallum
戴斯粒,gt.metaitem.01.9884,7665,9884,1xMetallum
橡胶颗粒,gt.metaitem.01.9880,7665,9880,1xMetallum
聚乙烯（PE）颗粒,gt.metaitem.01.9874,7665,9874,1xMetallum
砷化镓粉,gt.metaitem.01.2980,7665,2980,1xPerditio
三元金属粒,gt.metaitem.01.9868,7665,9868,1xMetallum
太阳能级硅（多晶硅）粒,gt.metaitem.01.9856,7665,9856,1xMetallum
深渊铁粒,gt.metaitem.01.9829,7665,9829,1xMetallum
含杂镍粉,gt.metaitem.01.3034,7665,3034,1xPerditio;2xMetallum;1xIgnis
木颗粒,gt.metaitem.01.9809,7665,9809,1xMetallum
黑曜石粒,gt.metaitem.01.9804,7665,9804,1xMetallum
致密聚氯乙烯（PVC）片,gt.metaitem.01.22649,7665,22649,1xFabrico
致密聚苯乙烯（PS）片,gt.metaitem.01.22636,7665,22636,1xFabrico
致密丁苯橡胶（SBR）片,gt.metaitem.01.22635,7665,22635,1xFabrico
致密聚苯硫醚（PPS）片,gt.metaitem.01.22631,7665,22631,1xFabrico
铝化镍粒,gt.metaitem.01.9772,7665,9772,1xMetallum
终末粒,gt.metaitem.01.9770,7665,9770,1xMetallum
凯芙拉粒,gt.metaitem.01.9765,7665,9765,1xMetallum
致密镍锌铁氧体板,gt.metaitem.01.22613,7665,22613,1xFabrico
致密纤维强化的环氧树脂片,gt.metaitem.01.22610,7665,22610,1xFabrico;2xMotus
致密聚苯并咪唑（PBI）片,gt.metaitem.01.22599,7665,22599,1xFabrico;2xOrdo;1xVolatus
致密时空板,gt.metaitem.01.22588,7665,22588,1xFabrico;1xAqua
致密黑矮星物质板,gt.metaitem.01.22586,7665,22586,1xFabrico
致密白矮星物质板,gt.metaitem.01.22585,7665,22585,1xFabrico
致密磁流体约束恒星物质板,gt.metaitem.01.22583,7665,22583,1xFabrico;1xAqua
致密富集钬板,gt.metaitem.01.22582,7665,22582,1xFabrico
致密超时空金属板,gt.metaitem.01.22581,7665,22581,1xFabrico;1xAqua
致密钛铂钒合金板,gt.metaitem.01.22576,7665,22576,1xFabrico
致密温特姆板,gt.metaitem.01.22529,7665,22529,1xFabrico;2xVitreus;1xPraecantatio
致密力量板,gt.metaitem.01.22521,7665,22521,1xFabrico;5xPotentia
聚氯乙烯（PVC）颗粒,gt.metaitem.01.9649,7665,9649,1xMetallum
致密胶木板,gt.metaitem.01.22489,7665,22489,1xFabrico
致密褐铜板,gt.metaitem.01.22488,7665,22488,1xFabrico
致密神秘蓝金板,gt.metaitem.01.22485,7665,22485,1xFabrico
聚苯硫醚（PPS）颗粒,gt.metaitem.01.9631,7665,9631,1xMetallum
致密聚四氟乙烯（PTFE）片,gt.metaitem.01.22473,7665,22473,1xFabrico;2xMotus
致密聚己内酰胺（PCL）片,gt.metaitem.01.22472,7665,22472,1xFabrico;2xMotus
致密硅橡胶片,gt.metaitem.01.22471,7665,22471,1xFabrico;2xMotus
致密环氧树脂片,gt.metaitem.01.22470,7665,22470,1xFabrico;2xMotus
镍锌铁氧体粒,gt.metaitem.01.9613,7665,9613,1xMetallum
硼玻璃颗粒,gt.metaitem.01.9611,7665,9611,1xMetallum
纤维强化的环氧树脂颗粒,gt.metaitem.01.9610,7665,9610,1xMetallum
聚苯并咪唑（PBI）颗粒,gt.metaitem.01.9599,7665,9599,1xMetallum
时空粒,gt.metaitem.01.9588,7665,9588,1xMetallum
黑矮星物质粒,gt.metaitem.01.9586,7665,9586,1xMetallum
白矮星物质粒,gt.metaitem.01.9585,7665,9585,1xMetallum
磁流体约束恒星物质粒,gt.metaitem.01.9583,7665,9583,1xMetallum
富集钬粒,gt.metaitem.01.9582,7665,9582,1xMetallum
超时空金属粒,gt.metaitem.01.9581,7665,9581,1xMetallum
钛铂钒合金粒,gt.metaitem.01.9576,7665,9576,1xMetallum
致密生动合金板,gt.metaitem.01.22408,7665,22408,1xFabrico
致密充能银板,gt.metaitem.01.22407,7665,22407,1xFabrico
致密晶化粉红史莱姆板,gt.metaitem.01.22406,7665,22406,1xFabrico
致密恒星合金板,gt.metaitem.01.22405,7665,22405,1xFabrico
致密旋律合金板,gt.metaitem.01.22404,7665,22404,1xFabrico
致密晶化合金板,gt.metaitem.01.22403,7665,22403,1xFabrico
致密复合黏土板,gt.metaitem.01.22402,7665,22402,1xFabrico
致密末影钢板,gt.metaitem.01.22401,7665,22401,1xFabrico
致密锌曜钢板,gt.metaitem.01.22400,7665,22400,1xFabrico;2xStrontio
致密磁化钐板,gt.metaitem.01.22399,7665,22399,1xFabrico;2xMetallum;1xRadio;10xMagneto
致密神秘水晶板,gt.metaitem.01.22398,7665,22398,1xFabrico
致密无尽板,gt.metaitem.01.22397,7665,22397,1xFabrico
致密基岩板,gt.metaitem.01.22395,7665,22395,1xFabrico
致密无尽催化剂板,gt.metaitem.01.22394,7665,22394,1xFabrico
致密奥利哈钢板,gt.metaitem.01.22393,7665,22393,1xFabrico;2xMetallum;2xLucrum;1xAlienis
致密硬铝板,gt.metaitem.01.22392,7665,22392,1xFabrico
致密量子板,gt.metaitem.01.22391,7665,22391,1xFabrico
致密深铅板,gt.metaitem.01.22390,7665,22390,1xFabrico
致密木卫四冰板,gt.metaitem.01.22389,7665,22389,1xFabrico
致密黑钚板,gt.metaitem.01.22388,7665,22388,1xFabrico
致密深空秘银板,gt.metaitem.01.22387,7665,22387,1xFabrico
致密玛玉灵板,gt.metaitem.01.22386,7665,22386,1xFabrico;2xStrontio
致密强化混合晶板,gt.metaitem.01.22385,7665,22385,1xFabrico
致密混合晶板,gt.metaitem.01.22384,7665,22384,1xFabrico
致密强化板,gt.metaitem.01.22383,7665,22383,1xFabrico
致密阿迪特板,gt.metaitem.01.22382,7665,22382,1xFabrico
致密红石合金板,gt.metaitem.01.22381,7665,22381,1xFabrico
致密末影粗胚板,gt.metaitem.01.22380,7665,22380,1xFabrico;2xMetallum;1xAlienis
致密魂金板,gt.metaitem.01.22379,7665,22379,1xFabrico
致密脉冲铁板,gt.metaitem.01.22378,7665,22378,1xFabrico
致密高速钢-S板,gt.metaitem.01.22374,7665,22374,1xFabrico
致密高速钢-E板,gt.metaitem.01.22373,7665,22373,1xFabrico
致密高速钢-G板,gt.metaitem.01.22372,7665,22372,1xFabrico
致密钒钢板,gt.metaitem.01.22371,7665,22371,1xFabrico
致密碳化钨板,gt.metaitem.01.22370,7665,22370,1xFabrico
致密导电铁板,gt.metaitem.01.22369,7665,22369,1xFabrico
致密暗影金属板,gt.metaitem.01.22368,7665,22368,1xFabrico
致密脉冲合金板,gt.metaitem.01.22367,7665,22367,1xFabrico
致密充能合金板,gt.metaitem.01.22366,7665,22366,1xFabrico
致密磁钢板,gt.metaitem.01.22365,7665,22365,1xFabrico
致密玄钢板,gt.metaitem.01.22364,7665,22364,1xFabrico
致密锡铁合金板,gt.metaitem.01.22363,7665,22363,1xFabrico;2xMetallum;1xInstrumentum
致密骑士金属板,gt.metaitem.01.22362,7665,22362,1xFabrico;1xLucrum;2xMetallum
致密二氧化铬板,gt.metaitem.01.22361,7665,22361,1xFabrico;2xMetallum;1xMachina
致密铌钛合金板,gt.metaitem.01.22360,7665,22360,1xFabrico
致密氮化铌板,gt.metaitem.01.22359,7665,22359,1xFabrico
致密钇钡铜氧合金板,gt.metaitem.01.22358,7665,22358,1xFabrico
致密钒镓合金板,gt.metaitem.01.22357,7665,22357,1xFabrico
致密磁化钕板,gt.metaitem.01.22356,7665,22356,1xFabrico;1xMetallum;3xMagneto
致密磁化钢板,gt.metaitem.01.22355,7665,22355,1xFabrico;1xMetallum;1xOrdo;1xMagneto
致密磁化铁板,gt.metaitem.01.22354,7665,22354,1xFabrico;2xMetallum;1xMagneto
致密铋青铜板,gt.metaitem.01.22353,7665,22353,1xFabrico
致密黑青铜板,gt.metaitem.01.22352,7665,22352,1xFabrico
致密玫瑰金板,gt.metaitem.01.22351,7665,22351,1xFabrico
致密标准纯银板,gt.metaitem.01.22350,7665,22350,1xFabrico
致密蓝钢板,gt.metaitem.01.22349,7665,22349,1xFabrico
致密红钢板,gt.metaitem.01.22348,7665,22348,1xFabrico
致密炽热的钢板,gt.metaitem.01.22346,7665,22346,1xFabrico;3xPraecantatio;3xIgnis;3xCorpus
致密退火铜板,gt.metaitem.01.22345,7665,22345,1xFabrico
致密哈氏合金板,gt.metaitem.01.22344,7665,22344,1xFabrico
致密钴黄铜板,gt.metaitem.01.22343,7665,22343,1xFabrico
致密玄铁板,gt.metaitem.01.22342,7665,22342,1xFabrico
致密陨钢板,gt.metaitem.01.22341,7665,22341,1xFabrico;2xMetallum;1xMagneto;1xOrdo
致密陨铁板,gt.metaitem.01.22340,7665,22340,1xFabrico;2xMetallum;1xMagneto
致密钢叶板,gt.metaitem.01.22339,7665,22339,1xFabrico;2xHerba;2xMetallum;1xPraecantatio
致密铁木板,gt.metaitem.01.22338,7665,22338,1xFabrico
致密暗影钢板,gt.metaitem.01.22337,7665,22337,1xFabrico
致密暗影铁板,gt.metaitem.01.22336,7665,22336,1xFabrico
致密大马士革钢板,gt.metaitem.01.22335,7665,22335,1xFabrico
致密黑钢板,gt.metaitem.01.22334,7665,22334,1xFabrico
致密星辰银板,gt.metaitem.01.22333,7665,22333,1xFabrico
致密秘银板,gt.metaitem.01.22331,7665,22331,1xFabrico
致密神秘板,gt.metaitem.01.22330,7665,22330,1xFabrico;2xMetallum;1xPraecantatio
致密三钛板,gt.metaitem.01.22329,7665,22329,1xFabrico;2xMetallum;2xOrdo
致密铿铀板,gt.metaitem.01.22328,7665,22328,1xFabrico
致密超能硅岩板,gt.metaitem.01.22327,7665,22327,1xFabrico;4xMetallum;3xRadio;3xNebrisum
致密富集硅岩板,gt.metaitem.01.22326,7665,22326,1xFabrico;3xMetallum;2xRadio;2xNebrisum
