Name,ID,Has Item,Mod,Class,Display Name
miscutils:blockBlockLaurenium,3490,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,劳伦姆合金块
miscutils:blockFrameGtLaurenium,3491,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,劳伦姆合金框架
miscutils:blockBlockBotmium,3492,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,博特姆合金块
miscutils:blockFrameGtBotmium,3493,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,博特姆合金框架
miscutils:blockBlockHS188A,3494,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,HS188-A块
miscutils:blockFrameGtHS188A,3495,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,HS188-A框架
miscutils:blockBlockTitansteel,3496,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,泰坦精钢块
miscutils:blockFrameGtTitansteel,3497,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,泰坦精钢框架
miscutils:blockBlockArcanite,3498,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,奥金块
miscutils:blockFrameGtArcanite,3499,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,奥金框架
miscutils:blockBlockOctiron,3500,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,八角铁块
miscutils:blockFrameGtOctiron,3501,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,八角铁框架
miscutils:blockBlockBabbitAlloy,3502,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,巴氏合金块
miscutils:blockBlockBlackTitanium,3503,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,黑钛块
miscutils:blockBlockIndalloy140,3504,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,铋铅合金140块
miscutils:blockBlockRhugnor,3505,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,鲁格诺块
miscutils:blockBlockQuantum,3506,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,量子合金块
miscutils:blockFrameGtQuantum,3507,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,量子合金框架
miscutils:oreFluoriteF,3508,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,氟石(F)矿石
miscutils:oreKoboldite,3509,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,妖金矿石
miscutils:oreCrocoite,3510,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,赤铅矿矿石
miscutils:oreGeikielite,3511,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,镁钛矿矿石
miscutils:oreNichromite,3512,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,镍铬矿矿石
miscutils:oreTitanite,3513,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,榍石矿石
miscutils:oreZimbabweite,3514,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,钛铌铅钠石矿石
miscutils:oreZirconolite,3515,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,钛锆酸钙矿石
miscutils:oreGadoliniteCe,3516,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,硅铍钇矿(Ce)矿石
miscutils:oreGadoliniteY,3517,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,硅铍钇矿(Y)矿石
miscutils:oreLepersonnite,3518,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,莱普生石矿石
miscutils:oreSamarskiteY,3519,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,铌钇矿(Y)矿石
miscutils:oreSamarskiteYb,3520,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,铌钇矿(Yb)矿石
miscutils:oreXenotime,3521,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,磷钇矿矿石
miscutils:oreYttriaite,3522,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,钇矿矿石
miscutils:oreYttrialite,3523,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,硅钍钇矿矿石
miscutils:oreYttrocerite,3524,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,铈钇矿矿石
miscutils:oreZircon,3525,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,锆石矿石
miscutils:orePolycrase,3526,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,锗铀钇矿矿石
miscutils:oreZircophyllite,3527,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,锆星叶石矿石
miscutils:oreZirkelite,3528,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,钛锆钍矿矿石
miscutils:oreLanthaniteLa,3529,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,镧石(La)矿石
miscutils:oreLanthaniteCe,3530,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,镧石(Ce)矿石
miscutils:oreLanthaniteNd,3531,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,镧石(Nd)矿石
miscutils:oreAgarditeY,3532,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,钇砷铜矿(Y)矿石
miscutils:oreAgarditeCd,3533,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,钇砷铜矿(Cd)矿石
miscutils:oreAgarditeLa,3534,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,钇砷铜矿(La)矿石
miscutils:oreAgarditeNd,3535,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,钇砷铜矿(Nd)矿石
miscutils:oreHibonite,3536,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,黑铝钙石矿石
miscutils:oreCerite,3537,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,铈硅石矿石
miscutils:oreFluorcaphite,3538,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,氟碳铈矿矿石
miscutils:oreFlorencite,3539,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,磷铝铈矿矿石
miscutils:oreCryoliteF,3540,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,冰晶石(F)矿石
miscutils:oreLautarite,3541,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,碘钙石矿石
miscutils:oreLafossaite,3542,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,铊盐矿石
miscutils:oreDemicheleiteBr,3543,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,溴硫铋矿(Br)矿石
miscutils:oreComancheite,3544,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,溴汞石矿石
miscutils:orePerroudite,3545,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,溴硫银汞矿石
miscutils:oreHoneaite,3546,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,碲化金铊矿石
miscutils:oreAlburnite,3547,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,硫碲金锗矿矿石
miscutils:oreMiessiite,3548,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,硅灰石矿石
miscutils:oreKashinite,3549,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,硫铑铱矿矿石
miscutils:oreIrarsite,3550,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,硫砷铱矿石
miscutils:oreGreenockite,3551,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,硫镉矿石
miscutils:oreBariteRa,3552,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,重晶石(Ra)矿石
miscutils:oreRadioactiveMineralMix,3553,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,放射性矿物混合物矿石
miscutils:oreRareEarthI,3554,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,稀土(I)矿石
miscutils:oreRareEarthII,3555,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,稀土(II)矿石
miscutils:oreRareEarthIII,3556,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,稀土(III)矿石
miscutils:miscutils_fluidBlockSludge,3557,true,miscutils,gtPlusPlus.core.block.general.fluids.BlockFluidSludge,污泥
miscutils:blockFishTrap,3558,true,miscutils,gtPlusPlus.core.block.machine.BlockFishTrap,捕鱼者
miscutils:blockInfiniteFluidTank,3559,true,miscutils,gtPlusPlus.core.block.general.BlockFluidTankInfinite,无限流体储罐
miscutils:blockMiningExplosives,3560,true,miscutils,gtPlusPlus.core.block.general.BlockMiningExplosives,矿用炸药
miscutils:blockHellFire,3561,true,miscutils,gtPlusPlus.core.block.general.BlockHellFire,地狱之火
miscutils:blockBlackGate,3562,true,miscutils,gtPlusPlus.core.block.general.antigrief.BlockWitherProof,凋灵笼子
miscutils:blockCircuitProgrammer,3563,true,miscutils,gtPlusPlus.core.block.machine.BlockCircuitProgrammer,电路编程器
miscutils:blockDecayablesChest,3564,true,miscutils,gtPlusPlus.core.block.machine.BlockDecayablesChest,铅封盒
miscutils:blockVolumetricFlaskSetter,3565,true,miscutils,gtPlusPlus.core.block.machine.BlockFlaskSetter,容量瓶配置器
miscutils:blockCactusCharcoal,3566,true,miscutils,gtPlusPlus.core.block.fuel.BlockCactusCharcoal,仙人掌炭块
miscutils:blockCactusCoke,3567,true,miscutils,gtPlusPlus.core.block.fuel.BlockCactusCoke,仙人掌焦炭块
miscutils:blockSugarCharcoal,3568,true,miscutils,gtPlusPlus.core.block.fuel.BlockSugarCharcoal,糖炭块
miscutils:blockSugarCoke,3569,true,miscutils,gtPlusPlus.core.block.fuel.BlockSugarCoke,糖焦炭块
miscutils:blockCompressedObsidian,3570,true,miscutils,gtPlusPlus.core.block.general.BlockCompressedObsidian,压缩黑曜石(9)
miscutils:FluidPyrotheum,3571,true,miscutils,gtPlusPlus.xmod.thermalfoundation.block.TFBlockFluidPyrotheum,烈焰之炽焱
miscutils:FluidCryotheum,3572,true,miscutils,gtPlusPlus.xmod.thermalfoundation.block.TFBlockFluidCryotheum,极寒之凛冰
miscutils:FluidEnder,3573,true,miscutils,gtPlusPlus.xmod.thermalfoundation.block.TFBlockFluidEnder,谐振熔融末影珍珠
miscutils:blockRainforestOakLog,3574,true,miscutils,gtPlusPlus.xmod.bop.blocks.rainforest.LogRainforestTree,雨林橡木
miscutils:blockRainforestOakLeaves,3575,true,miscutils,gtPlusPlus.xmod.bop.blocks.rainforest.LeavesRainforestTree,橡树树叶
miscutils:blockRainforestOakSapling,3576,true,miscutils,gtPlusPlus.xmod.bop.blocks.rainforest.SaplingRainforestTree,雨林橡树树苗
miscutils:blockPineLogLog,3577,true,miscutils,gtPlusPlus.xmod.bop.blocks.pine.LogPineTree,松树原木
miscutils:blockPineLeaves,3578,true,miscutils,gtPlusPlus.xmod.bop.blocks.pine.LeavesPineTree,松树叶
miscutils:blockPineSapling,3579,true,miscutils,gtPlusPlus.xmod.bop.blocks.pine.SaplingPineTree,松树树苗
cropsnh:cropSticks,3580,true,cropsnh,com.gtnewhorizon.cropsnh.blocks.BlockCropSticks,作物架
cropsnh:cropsnh.casings1,3581,true,cropsnh,com.gtnewhorizon.cropsnh.blocks.BlockCasingsCropsNH1,砖砌农业外壳
cropsnh:cropsnh.seedBed,3582,true,cropsnh,com.gtnewhorizon.cropsnh.blocks.BlockSeedBed,Unnamed
cropsnh:cropsnh.fertilizerUnit,3583,true,cropsnh,com.gtnewhorizon.cropsnh.blocks.BlockFertilizerUnit,Unnamed
cropsnh:cropsnh.advancedHarvestingUnit,3584,true,cropsnh,com.gtnewhorizon.cropsnh.blocks.BlockAdvancedHarvestingUnit,cropsnh.advancedHarvestingUnit.0.name
cropsnh:cropsnh.environmentalEnhancementUnit,3585,true,cropsnh,com.gtnewhorizon.cropsnh.blocks.BlockEnvironmentalEnhancementUnit,cropsnh.environmentalEnhancementUnit.0.name
cropsnh:cropsnh.growthAccelerationUnit,3586,true,cropsnh,com.gtnewhorizon.cropsnh.blocks.BlockGrowthAccelerationUnit,cropsnh.growthAccelerationUnit.0.name
cropsnh:cropsnh.overclockedGrowthAccelerationUnit,3587,true,cropsnh,com.gtnewhorizon.cropsnh.blocks.BlockOverclockedGrowthAccelerationUnit,cropsnh.overclockedGrowthAccelerationUnit.0.name
DraconicEvolution:xRayBlock,3588,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.XRayBlock,透视方块
DraconicEvolution:weatherController,3589,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.machine.WeatherController,气象控制器
DraconicEvolution:sunDial,3590,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.machine.SunDial,日晷
DraconicEvolution:draconiumOre,3591,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.DraconiumOre,龙矿
DraconicEvolution:grinder,3592,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.machine.Grinder,怪物粉碎机
DraconicEvolution:potentiometer,3593,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.Potentiometer,电位器
DraconicEvolution:rainSensor,3594,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.RainSensor,雨水传感器
DraconicEvolution:particleGenerator,3595,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.ParticleGenerator,粒子发生器
DraconicEvolution:playerDetector,3596,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.machine.PlayerDetector,玩家探测器
DraconicEvolution:playerDetectorAdvanced,3597,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.machine.PlayerDetectorAdvanced,高级玩家探测器
DraconicEvolution:energyInfuser,3598,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.machine.EnergyInfuser,能量注入器
DraconicEvolution:customSpawner,3599,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.CustomSpawner,稳定刷怪笼
DraconicEvolution:generator,3600,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.machine.Generator,发电机
DraconicEvolution:energyStorageCore,3601,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.multiblock.EnergyStorageCore,能量核心
DraconicEvolution:earth,3602,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.multiblock.Earth,地
DraconicEvolution:draconium,3603,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.DraconiumBlock,龙块
DraconicEvolution:invisibleMultiblock,3604,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.multiblock.InvisibleMultiblock,能量核心(隐藏)
DraconicEvolution:energyPylon,3605,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.multiblock.EnergyPylon,能量塔
DraconicEvolution:placedItem,3606,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.PlacedItem,放置的物品
DraconicEvolution:safetyFlame,3607,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.SafetyFlame,安全的火焰
DraconicEvolution:cKeyStone,3608,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.CKeyStone,创造锁
DraconicEvolution:dissEnchanter,3609,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.machine.DissEnchanter,祛魔台
DraconicEvolution:teleporterStand,3610,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.TeleporterStand,错位宝石底座
DraconicEvolution:draconiumChest,3611,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.DraconiumChest,龙箱
DraconicEvolution:draconicBlock,3612,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.DraconicBlock,觉醒龙块
DraconicEvolution:energyCrystal,3613,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.machine.EnergyCrystal,能量中继器
DraconicEvolution:infusedObsidian,3614,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.InfusedObsidian,注入龙力的黑曜石
DraconicEvolution:dislocatorReceptacle,3615,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.multiblock.DislocatorReceptacle,错位容器
DraconicEvolution:portal,3616,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.multiblock.Portal,门
DraconicEvolution:reactorCore,3617,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.multiblock.ReactorCore,反应堆核心
DraconicEvolution:flowGate,3618,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.machine.FlowGate,能量阀门
DraconicEvolution:reactorStabilizer,3619,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.multiblock.ReactorStabilizer,反应堆稳定器
DraconicEvolution:reactorEnergyInjector,3620,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.multiblock.ReactorEnergyInjector,反应堆能量喷射器
DraconicEvolution:chaosCrystal,3621,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.ChaosCrystal,混沌晶体
DraconicEvolution:upgradeModifier,3622,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.machine.UpgradeModifier,升级调整器
DraconicEvolution:dislocatorInhibitor,3623,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.machine.DislocatorInhibitor,错位宝石抑制器
DraconicEvolution:longRangeDislocator,3624,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.machine.LongRangeDislocator,长距离错位宝石
DraconicEvolution:chaosShardAtmos,3625,true,DraconicEvolution,com.brandon3055.draconicevolution.common.blocks.ChaosShardAtmos,混沌碎片
EMT:PortableNode,3626,true,EMT,emt.block.BlockPortableNode,便携式节点
EMT:ShieldBlock,3627,true,EMT,emt.block.BlockShield,护盾方块
EMT:EMTSolars,3628,true,EMT,emt.block.BlockSolars,压缩太阳能(1级)
EMT:EMTSolars2,3629,true,EMT,emt.block.BlockSolars,Double Compressed Aer Solar
EMT:EMTSolars3,3630,true,EMT,emt.block.BlockSolars,压缩太阳能(4级)
EMT:EMTSolars4,3631,true,EMT,emt.block.BlockSolars,混沌注魔太阳能(6级)
EMT:EMTSolars5,3632,true,EMT,emt.block.BlockSolars,地注魔太阳能(8级)
EMT:EMTMachines,3633,true,EMT,emt.block.BlockMachines,工业法杖充能站
EMT:EssentiaGenerators,3634,true,EMT,emt.block.BlockEssentiaGenerators,能量源质发电机
EMT:electricCloud,3635,true,EMT,emt.block.BlockElectricCloud,雷云之光
EnderZoo:blockConfusingCharge,3636,true,EnderZoo,crazypants.enderzoo.charge.BlockConfusingCharge,混乱炸药
EnderZoo:blockEnderCharge,3637,true,EnderZoo,crazypants.enderzoo.charge.BlockEnderCharge,末影炸药
EnderZoo:blockConcussionCharge,3638,true,EnderZoo,crazypants.enderzoo.charge.BlockConcussionCharge,震荡炸药
fether:nether_log,3639,true,fether,glowredman.fether.blocks.BlockNetherLog,地狱树原木
fether:nether_leaves,3640,true,fether,glowredman.fether.blocks.BlockNetherLeaves,地狱树叶
fether:nether_planks,3641,true,fether,net.minecraft.block.Block,地狱木板
fether:nether_sapling,3642,true,fether,glowredman.fether.blocks.BlockNetherSapling,地狱树苗
fether:nether_bed,3643,false,null,glowredman.fether.blocks.BlockNetherBed,null
fether:nether_garden,3644,true,fether,glowredman.fether.blocks.BlockNetherGarden,下界菜园
fether:ignis_fruit,3645,false,null,glowredman.fether.blocks.BlockIgnisFruit,null
fether:glow_flower,3646,true,fether,glowredman.fether.blocks.BlockGlowFlower,辉光花
fether:blood_leaf_crop,3647,false,null,glowredman.fether.blocks.BlockNetherCrops,null
fether:flesh_root_crop,3648,false,null,glowredman.fether.blocks.BlockNetherCrops,null
fether:marrow_berry_crop,3649,false,null,glowredman.fether.blocks.BlockNetherCrops,null
fether:glow_flower_crop,3650,false,null,glowredman.fether.blocks.BlockNetherCrops,null
ForgeRelocation:relocation.blockmovingrow,3651,true,ForgeRelocation,mrtjp.relocation.BlockMovingRow,tile.relocation.blockmovingrow|0.name
MCFrames:mcframes.motor,3652,true,MCFrames,mrtjp.mcframes.BlockMotor,Debug框架电机
MCFrames:mcframes.frame,3653,true,MCFrames,mrtjp.mcframes.BlockFrame,框架
gadomancy:BlockStickyJar,3654,true,gadomancy,makeo.gadomancy.common.blocks.BlockStickyJar,黏性罐子
gadomancy:BlockArcaneDropper,3655,true,gadomancy,makeo.gadomancy.common.blocks.BlockArcaneDropper,奥术投掷器
gadomancy:BlockInfusionClaw,3656,true,gadomancy,makeo.gadomancy.common.blocks.BlockInfusionClaw,注魔爪
gadomancy:BlockRemoteJar,3657,true,gadomancy,makeo.gadomancy.common.blocks.BlockRemoteJar,镜像罐子
gadomancy:BlockExtendedNodeJar,3658,true,gadomancy,makeo.gadomancy.common.blocks.BlockExtendedNodeJar,缸中节点
gadomancy:BlockNodeManipulator,3659,true,gadomancy,makeo.gadomancy.common.blocks.BlockNodeManipulator,tile.BlockNodeManipulator.0.name
gadomancy:BlockStoneMachine,3660,true,gadomancy,makeo.gadomancy.common.blocks.BlockStoneMachine,随机化核心
gadomancy:BlockAdditionalEldritchPortal,3661,true,gadomancy,makeo.gadomancy.common.blocks.BlockAdditionalEldritchPortal,邪术传送门
gadomancy:BlockAuraPylon,3662,true,gadomancy,makeo.gadomancy.common.blocks.BlockAuraPylon,魔灵法柱
gadomancy:BlockKnowledgeBook,3663,true,gadomancy,makeo.gadomancy.common.blocks.BlockKnowledgeBook,知识之书
gadomancy:BlockEssentiaCompressor,3664,true,gadomancy,makeo.gadomancy.common.blocks.BlockEssentiaCompressor,源质冷凝器
GalaxySpace:geothermalgenerator,3665,true,GalaxySpace,galaxyspace.core.block.machine.BlockGeothermalGenerator,岩浆发电机
GalaxySpace:fuelgenerator,3666,true,GalaxySpace,galaxyspace.core.block.machine.BlockFuelGenerator,燃油发电机
GalaxySpace:solarwindpanel,3667,true,GalaxySpace,galaxyspace.core.block.machine.BlockSolarWindPanel,太阳风发电机
GalaxySpace:assemblymachine,3668,true,GalaxySpace,galaxyspace.core.block.machine.BlockAssemblyMachine,熔合机
GalaxySpace:convertersurface,3669,true,GalaxySpace,galaxyspace.core.block.machine.BlockConverterSurface,草方块制造机
GalaxySpace:storagemoduleT3,3670,true,GalaxySpace,galaxyspace.core.block.machine.BlockStorageModuleT3,改良的储能簇
GalaxySpace:oxstoragemoduleT2,3671,true,GalaxySpace,galaxyspace.core.block.machine.BlockOxStorageModuleT2,改良的储氧模块
GalaxySpace:solarPanel,3672,true,GalaxySpace,galaxyspace.core.block.machine.BlockSolarPanel,混合太阳能板
GalaxySpace:metalsblock,3673,true,GalaxySpace,galaxyspace.core.block.BlockMetal,装饰铅块
GalaxySpace:futureglass,3674,true,GalaxySpace,galaxyspace.core.block.BlockFutureGlass,未来玻璃
GalaxySpace:futureglasses,3675,true,GalaxySpace,galaxyspace.core.block.BlockStainedFutureGlass,黑色未来玻璃
GalaxySpace:mercuryblocks,3676,true,GalaxySpace,galaxyspace.core.block.BlockTerraformableMeta,水星地表岩石
GalaxySpace:venusblocks,3677,true,GalaxySpace,galaxyspace.SolarSystem.planets.venus.block.VenusBlocks,金星地表岩石
GalaxySpace:leadore,3678,true,GalaxySpace,galaxyspace.core.block.BlockLeadOre,铅矿石
GalaxySpace:ceresblocks,3679,true,GalaxySpace,galaxyspace.SolarSystem.planets.ceres.blocks.CeresBlocks,谷神星地表岩石
GalaxySpace:ceresglowstone,3680,true,GalaxySpace,galaxyspace.core.block.BlockSpaceGlowstone,谷神星荧石
GalaxySpace:ceresTChestT4,3681,true,GalaxySpace,galaxyspace.core.block.BlockTreasureChestGS,4阶宝箱
GalaxySpace:ceresweb,3682,true,GalaxySpace,galaxyspace.core.block.BlockWebGS,谷神星网
GalaxySpace:plutoblocks,3683,true,GalaxySpace,galaxyspace.core.block.BlockTerraformableMeta,冥王星地表冰
GalaxySpace:plutoglowstone,3684,true,GalaxySpace,galaxyspace.core.block.BlockSpaceGlowstone,冥王星荧石
GalaxySpace:plutoTChestT8,3685,true,GalaxySpace,galaxyspace.core.block.BlockTreasureChestGS,8阶宝箱
GalaxySpace:haumeablocks,3686,true,GalaxySpace,galaxyspace.core.block.BlockTerraformable,妊神星岩石
GalaxySpace:makemakegrunt,3687,true,GalaxySpace,galaxyspace.core.block.BlockTerraformableMeta,鸟神星地表岩石
GalaxySpace:phobosblocks,3688,true,GalaxySpace,galaxyspace.SolarSystem.moons.phobos.block.PhobosBlocks,火卫一地表岩石
GalaxySpace:deimosblocks,3689,true,GalaxySpace,galaxyspace.SolarSystem.moons.deimos.block.DeimosBlocks,火卫二地表岩石
GalaxySpace:ioblocks,3690,true,GalaxySpace,galaxyspace.SolarSystem.moons.io.block.IOBlocks,木卫一地表岩石
GalaxySpace:ioglowstone,3691,true,GalaxySpace,galaxyspace.core.block.BlockSpaceGlowstone,木卫一荧石
GalaxySpace:ioTChestT5,3692,true,GalaxySpace,galaxyspace.core.block.BlockTreasureChestGS,5阶宝箱
GalaxySpace:ioweb,3693,true,GalaxySpace,galaxyspace.core.block.BlockWebGS,木卫一网
GalaxySpace:iodualstone,3694,true,GalaxySpace,galaxyspace.SolarSystem.moons.io.block.IOBlockDualStone,木卫一灰烬石
GalaxySpace:europagrunt,3695,true,GalaxySpace,galaxyspace.core.block.BlockTerraformableMeta,木卫二表面方块
GalaxySpace:europageyser,3696,true,GalaxySpace,galaxyspace.SolarSystem.moons.europa.block.EuropaBlockGeyzer,木卫二间歇泉
GalaxySpace:europaunderwatergeyser,3697,true,GalaxySpace,galaxyspace.SolarSystem.moons.europa.block.EuropaBlockUnderwaterGeyser,木卫二水下喷泉
GalaxySpace:ganymedeblocks,3698,true,GalaxySpace,galaxyspace.SolarSystem.moons.ganymede.block.GanymedeBlocks,木卫三地表岩石
GalaxySpace:callistoblocks,3699,true,GalaxySpace,galaxyspace.core.block.BlockTerraformableMeta,木卫四地表岩石
GalaxySpace:enceladusblocks,3700,true,GalaxySpace,galaxyspace.core.block.BlockTerraformableMeta,土卫二雪
GalaxySpace:enceladuscrystal,3701,true,GalaxySpace,galaxyspace.SolarSystem.moons.enceladus.block.EnceladusBlockCrystal,未知水晶
GalaxySpace:enceladusglowstone,3702,true,GalaxySpace,galaxyspace.core.block.BlockSpaceGlowstone,土卫二荧石
GalaxySpace:enceladusTChestT6,3703,true,GalaxySpace,galaxyspace.core.block.BlockTreasureChestGS,6阶宝箱
GalaxySpace:titanblocks,3704,true,GalaxySpace,galaxyspace.core.block.BlockTerraformableMeta,土卫六地表岩石
GalaxySpace:mirandablocks,3705,true,GalaxySpace,galaxyspace.core.block.BlockTerraformableMeta,天卫五地表岩石
GalaxySpace:oberonblocks,3706,true,GalaxySpace,galaxyspace.SolarSystem.moons.oberon.block.OberonBlocks,天卫四地表岩石
GalaxySpace:proteusblocks,3707,true,GalaxySpace,galaxyspace.SolarSystem.moons.proteus.block.ProteusBlocks,海卫八地表岩石
GalaxySpace:proteusglowstone,3708,true,GalaxySpace,galaxyspace.core.block.BlockSpaceGlowstone,海卫八荧石
GalaxySpace:proteusTChestT7,3709,true,GalaxySpace,galaxyspace.core.block.BlockTreasureChestGS,7阶宝箱
GalaxySpace:tritonblocks,3710,true,GalaxySpace,galaxyspace.SolarSystem.moons.triton.block.TritonBlocks,海卫一地表岩石
GalaxySpace:liquidmethane,3711,true,GalaxySpace,galaxyspace.core.block.BlockMethane,土卫六液态甲烷
GalaxySpace:biofuel,3712,true,GalaxySpace,galaxyspace.core.block.BlockBioFuel,生物燃料
GalaxySpace:acentauribbgrunt,3713,true,GalaxySpace,galaxyspace.ACentauriSystem.planets.aCentauriBb.block.ACentauriBbBlockGrunt,半人马Bb地表岩石
GalaxySpace:acentauribbsubgrunt,3714,true,GalaxySpace,galaxyspace.core.block.BlockTerraformable,半人马Bb地底岩石
GalaxySpace:barnardaCgrass,3715,true,GalaxySpace,galaxyspace.BarnardsSystem.planets.barnardaC.block.BarnardaCBlockGrass,巴纳德C草方块
GalaxySpace:barnardaCdirt,3716,true,GalaxySpace,galaxyspace.BarnardsSystem.planets.barnardaC.block.BarnardaCBlockDirt,巴纳德C泥土
